81fdc249b649f771f9cce9e62d082d1a a239a2ac588cd28330c113555b7f9af1 || 0 1 1 || 0 1 1 ||
baf66acaa1c0ea9b75baef2a4bda2535 a4d89393de6345747cac551a718dddf2 || 0 0 0 || 0 0 0 ||
b38e8400bd78f92c5d51696a4199a71d d8f3dcbf36e3b1b22205d30cd76335a9 || 0 1 1 || 0 1 1 ||
6e2c1addd12eec0b1efecde7fa73d0d9 f96038d6739957779b7ea8fbc2d523ef || 0 0 1 || 0 0 1 ||
31ef1591214ba121bba41fd3554992c4 3b8977b856e44d092f613b7fa8173c3a || 0 1 1 || 0 1 1 ||
ea1376bde426eb8a7bae8b778cf9277b 885faae738c6a843a8bf105389c11018 || 0 0 0 || 0 0 0 ||
571ff8a0ef16c9a6f12b79088f347986 618dc1cd1331530f775183fcc6c4ed19 || 0 1 1 || 0 1 1 ||
c94332a669a986661362bfda79abd4e9 0d6e0dada73419a7131b2e402538dae2 || 0 1 0 || 0 1 0 ||
17bc6e68e9e0f7db641e2dd7bf3ade74 edbcc40fd29540631f66925bf8d8de52 || 0 0 1 || 0 0 1 ||
44345699a59b871331cffd9937388bb0 c73d2fae93409f7e70c4db7dca437cfe || 0 0 1 || 0 0 1 ||
77b4b41e124390f9702992d551d75332 70199ae5ea3081c58c6f46dbdbe86cae || 0 0 0 || 0 0 0 ||
930dbfc262413ad32c6d4a75618b4ddc 0a4311336473e5fd24ff2385eee98d0d || 0 1 0 || 0 1 0 ||
65c151d10bed5a52c03feeffcc66e885 60f29a6854b34f57ab18f1503614a4e4 || 0 0 0 || 0 0 0 ||
66a80a9e0f88a3d6fe18457c6575204d 47c616c9620811097cb0ddf49add486e || 0 0 0 || 0 0 0 ||
d5cb15fb39fa3dabb9b22e72192d08f2 429854ca37b83299fce4059e2a709dec || 0 1 0 || 0 1 0 ||
aa23609db5112a6a741e55f15a878d07 1fbe41c1bc8d12c001a5a64c1ed09282 || 0 1 0 || 0 1 0 ||
bd28c3cdeb1d0553427425adb49e3a13 b848d765b38e4dc7c729202edd302f73 || 0 0 0 || 0 0 0 ||
05349a01d8b8d80f432c6bad9aabcd7c 165750417915c8a3b13cd0a1ae7d5d2a || 0 1 1 || 0 1 1 ||
e8d6771020c1920467a3c8ffbf5a5738 0c90d127ab6a95e8cb8850e24525a3f0 || 0 1 0 || 0 1 0 ||
aae19279567ecc82324b693e4202ebf9 79b9f1ae887e30754bd18add44a5085e || 0 1 0 || 0 1 0 ||
9cc853dc3b1539e56dd192489abc6710 15d3c164c3700bfb85d3ff5d639eaf3e || 0 1 0 || 0 1 0 ||
ba7a92d65bf1fcaecff17a44b4edeb40 4938e9140f7a9bb8cfde3ee274e3995c || 0 1 0 || 0 1 0 ||
0ea890412b0ea1707b5ff6213321ce38 8e2be416b11af6a1c9ac1e72f10eeccd || 0 0 1 || 0 0 1 ||
cb1d32b7466eb5d16675aebedc7bd6be 82cc61b8e9d64706bb9a52208459792c || 0 0 0 || 0 0 0 ||
3f047e8a87f096221b2b062610308fbe 970e41d0af8f61068a45983d8db2cbfb || 0 0 1 || 0 0 1 ||
988ae190c83ce44fd3e7b436ba2d252f 79bcf33552c463195d56017963608bdb || 0 1 0 || 0 1 0 ||
4e3b7afbac757592f515030a3f3a9f49 eed6af3f89fdf36ac11a2b9cb5c02dd7 || 0 0 1 || 0 0 1 ||
adfff1297258ac8cd563852e3657b0bb 0566b87b9690f7a7def01aae14c316da || 0 1 0 || 0 1 0 ||
cda8c4269aee18418d610820686861b3 25cd9f312eec54e73622d5cc44a4d2e5 || 0 1 0 || 0 1 0 ||
589a53e8af59d7a0262b2c80f342f08a fcfe775d22e98f4f2d41bef0c27c3481 || 0 0 1 || 0 0 1 ||
ef66fa712fb5d974180263e48f583307 0679883299b86bc1e3aa12afc717f127 || 0 1 0 || 0 1 0 ||
360a692c1a9f1049a8c9a9f08d691f89 536df0d5a43d3944830f9720d91c1468 || 0 1 1 || 0 1 1 ||
59d83a26a285842a196d13d296f9967c 8403f7673c5d235db0b0f2a1174fdef4 || 0 0 1 || 0 0 1 ||
4a54204e1d8aab5c927c77168fc6e52f 85711dcdbb8dab5019b409d3262ce2f7 || 0 0 1 || 0 0 1 ||
0669e12df41295acbf7aedf9d5ca3687 2053ffd61c44cf3a6d0a2138369983de || 0 1 1 || 0 1 1 ||
35e13ebfec28b647a540e7044f0cca32 0d9fa41913d141fc587ee29e42e0eff1 || 0 0 0 || 0 0 0 ||
8adfaf6b52ac17f02e1688faac1b8ed8 2b583bb31cd66aca95b92d8c4fda509a || 0 1 0 || 0 1 0 ||
e8af5fadcf19e5c8f1c587af4d7888be 223c4b2552b86c7de1162fad7337e606 || 0 1 0 || 0 1 0 ||
485162e9e379d5e5f2e24c1ea14ca193 c76e3e92864e817f421f3f11b40dae9e || 0 0 1 || 0 0 1 ||
eb2efb71798512039fcaba8c79b6d660 6d7dfcb1c09b8023e03b74fd954deb28 || 0 1 0 || 0 1 0 ||
81afbd7deb2df234a3165139afad6489 991710d250a72f55021c8ea299efff52 || 0 1 1 || 0 1 1 ||
d3f6955245520589394e91dd9f276986 85b18821eccc866561ddd49fb72ee3c7 || 0 0 0 || 0 0 0 ||
28bb060fe8dda01e8a73465791ea5787 63f3167561572ca52a441ade569ed8f3 || 0 1 1 || 0 1 1 ||
baac46d1579008b96ee0c4c732a4c4be 15dca32efb0e69469cb06c150d99a7e5 || 0 1 0 || 0 1 0 ||
c4b02526bf4d09c233eda22ac5865bdc cb34ff9fc3d68d1bd8fa5cc82a68e1f8 || 0 1 1 || 0 1 1 ||
28efc2c83df31b6b3997c181bc53aac2 6b2b9ad9ebd68f74ece395a19997dc2a || 0 1 1 || 0 1 1 ||
5f2097ede305558ed878aba625c0c375 792d43b3a35c52c0d78eaf725c7fa22a || 0 1 1 || 0 1 1 ||
39af10d4ca99053301704f8659e332b4 e169ddfece1827f9795494d8fd0987b5 || 0 0 1 || 0 0 1 ||
b43a523c46d6af42dd3459e10a48b781 2b37ff45922decf8203036df131f36bb || 0 1 0 || 0 1 0 ||
cf6edbb5bc162e45086865562e92d51e 00784826b7b5cf46d6275a1d4c8ea957 || 0 1 0 || 0 1 0 ||
bf2ff276df474cbf0caaf487fe62aaac 21d66e37f1f8404db81c752d6d4fe69c || 0 1 0 || 0 1 0 ||
516fe528f458538df882d0109bec5176 fa9158b5a6317ecf996c9e371360aa2e || 0 0 1 || 0 0 1 ||
a9bea158ccd627310541cbb02dcbc95b 3b131772d6d5a174e00dfb9efd3fb630 || 0 1 0 || 0 1 0 ||
82e4e33b2b40ed29311f31e523c43f14 eace2a0eccb0afca1f78c67d35ed3b1f || 0 1 1 || 0 1 1 ||
98cca2fc05c29f7858cb6d4e1e74b15d 9b2729a6f863717587d02546f72164a2 || 0 1 1 || 0 1 1 ||
3ee7525e0b3acb49422fab1a9c62df0c 770942bdd88f8dcd0097c74dd9c300de || 0 1 1 || 0 1 1 ||
77ca049707c293aabdeecd451d13077d f91b1af7abe3b778d3e3815a585f78e3 || 0 0 1 || 0 0 1 ||
acbbd2a2102967b3c4c4785304e6f61f 00936d8bf51d41bbb3f87bc343d0392c || 0 1 0 || 0 1 0 ||
fb93b8a82d07da60655ba1b2a067c3ac c3293700b863593eb97b326875c5ace3 || 0 0 0 || 0 0 0 ||
c9fbcc9382286a2359f7e6f23dcb67f1 2f143857b9e81c686b636c3fed0c920e || 0 1 0 || 0 1 0 ||
7da6bb568d102729653ef88c1b92dc21 0844069abe4567465c4b6e88f002e49c || 0 0 0 || 0 0 0 ||
3a56ad26dbc30eeb77712ad74ffc0fcd d6eb335d98b3bf78f99412d0f328e392 || 0 0 1 || 0 0 1 ||
431c6aeb7b6a1efe307b0e1ccfec0ba7 22c7e9622b37481973a90a25943d74fb || 0 0 0 || 0 0 0 ||
dee2cc55dcfba4830f268fcff2da996b dd0801ae5e8f0c052cdfcdd55e95f685 || 0 0 0 || 0 0 0 ||
80803b0abf0da24a28ad6e0722addc48 a28e98595a8af9a2f7e555a8fc8796dc || 0 1 1 || 0 1 1 ||
5a50f371afc1a1802f6ffe1a9c00d485 12a3d0ed0a5f063fb17bf85087eee2ed || 0 0 0 || 0 0 0 ||
9aa19876b78e6d87d24d736b3e636f58 84e8b3eaa634bccd5e4e1294b6df3f9f || 0 0 0 || 0 0 0 ||
7560d2247e6d40a05e48964b42107b37 660ceb6ee3c9ce3e9249d544ce01ae09 || 0 0 0 || 0 0 0 ||
ee3e8debe350523c6597c6339ee51040 a6837a0923a647141f159bc1f6ecc0e7 || 0 0 0 || 0 0 0 ||
f889d21ab7a2577e30defed952d42766 37448ccff9e4e7ac2254f461583c21fe || 0 1 0 || 0 1 0 ||
160e389f0d30e929bafe8d94d5dcf593 4debb8bd42452722990fe50fd36951c9 || 0 1 1 || 0 1 1 ||
886d49f9d7e02bcd95a7c17c31c449ea 8234abed75ee770744b7b6d4abde8c14 || 0 0 0 || 0 0 0 ||
8d3351016539eeb0640f0c380dbc20e4 7b45372021f1aae1b05ba1ab1e78ead2 || 0 1 0 || 0 1 0 ||
3dd152d0e5ee3df1253192ce8b4da561 2a5f78163f931352083f5ec459861d23 || 0 0 0 || 0 0 0 ||
2bda924abc8599c68815892933dfe378 5d31b841f1c560c17351bd06574c40f4 || 0 1 1 || 0 1 1 ||
5a0243f387f78eb37a6633017311e9d2 09424a216e226b3e3530d9a76774f33e || 0 0 0 || 0 0 0 ||
0718683449233300d5df18b1b273c0c8 5ae7a7620dfc96a63752905afcfe1c7e || 0 1 1 || 0 1 1 ||
27ad20fa5843874bee18ba2802363775 cefac80e60fba677e033252aa87275e1 || 0 0 1 || 0 0 1 ||
5cd70f853054a55ebf73070d5abb034e 3fb19f42f5a92a4d0e8139a0820bd5f1 || 0 0 0 || 0 0 0 ||
7ccd9d2743324e8ace6fe87c4e24504a 00cf902c75af17cf3d781922babe5dc1 || 0 0 0 || 0 0 0 ||
f83783b9ab6e41450d91aba1a1f865d8 90580d4951dc7259d45838f2e47d96d1 || 0 0 0 || 0 0 0 ||
245fb5a34deb8dec5c7ce366fe6df262 0055e10f6b43774be7d221b638fd816b || 0 0 0 || 0 0 0 ||
0f64e5f97e888d356c1ae9dc7b11892b 5cddce770287b9e311fbb3a151499888 || 0 1 1 || 0 1 1 ||
d088bcad0c68c4059766656a9308ef45 078497c1c07f0b97f57ac036aeff5cfc || 0 1 0 || 0 1 0 ||
504dfd5b4ef21fb2f098141781427537 eaf75f280524145e3530627e12d9ac57 || 0 0 1 || 0 0 1 ||
a1453a6c469c64a235d527221fb3e865 3918f049da315d7963f4f97a7085e9ab || 0 1 0 || 0 1 0 ||
a87f5ddced850e1f9480e519572b022b bbd215b20d43f7ba6c8734f36a2c4ba9 || 0 1 1 || 0 1 1 ||
560da5084bd2b0d716c700e9caa94068 f9184b861368fbbd0bf9a9c39c400a67 || 0 0 1 || 0 0 1 ||
98818e00a48435db62091598b0c87f37 d1728fa66b6612ede9f33d3ace13307b || 0 1 1 || 0 1 1 ||
aedb0c4e454df97885ab60b3def2211e df3e551a4556101418d808e51eae1cfe || 0 1 1 || 0 1 1 ||
af8829533029bc45b4473baab2c50eb2 1cbd2c4aab57855e98a4d60634c99ad4 || 0 1 0 || 0 1 0 ||
6aee922c0686bc144cf637bf95f31a68 158cedd04be7a8f4c328e68831d48855 || 0 0 0 || 0 0 0 ||
1014fcc3ef6dbbf3074cb1a324aa19dd 1022e11a24de6e893d90d2c07b64829e || 0 1 1 || 0 1 1 ||
ca8098e7ad60b12cb44206809649f92b 67abbf2b6acf0f9047d8c94a9d284b4b || 0 1 0 || 0 1 0 ||
942bea13f104b67c68363c9bff756a3e 8713ed13f72c81b455c9e45819f5afe5 || 0 0 0 || 0 0 0 ||
57d6e55b7893921da016aca1e5c6427f 346fff291d466cc23a16f14978f5a994 || 0 0 0 || 0 0 0 ||
8af87b27c25318fb23ff05ea5c5c5dd0 f502c534e827cf29eaa287387ead9e8c || 0 1 1 || 0 1 1 ||
d2153c510fdc15aa8a8fce4a6d6d5838 af56224df88e890c8b2e3764b8f122a4 || 0 0 0 || 0 0 0 ||
8619b245f11229941045883a5b410c2f c5e9c873d5f76e64bda7ca371a475923 || 0 1 1 || 0 1 1 ||
7a46ef752fdf28fa214e663fa9c281e1 49f224ec6f41d54e3ce9ad5c7e884fc2 || 0 0 0 || 0 0 0 ||
d5a2113efe0380e63925567cca70398b e7fcaa28915a26afea1868512fa620e2 || 0 1 1 || 0 1 1 ||
800a29a5f037712dfc2fd8e52601417e b7c4fb359aa4aa132f0504317a218c17 || 0 1 1 || 0 1 1 ||
a59ca206352eb837e96b77a166e5f43d 5439ad0e3eddb8bdd2a540f998f8199c || 0 1 0 || 0 1 0 ||
6f39af604906519860d83aee6efc47dc f71e11a87b177870357bf7e73385da61 || 0 0 1 || 0 0 1 ||
697eafdcec26464dfc6f917e100adc27 1c286918e1a23e0da99cad6b45363369 || 0 0 0 || 0 0 0 ||
65ad4dbc72bf39416618c8ffe293e4f8 09e639c65fb989e95544fe262a73c499 || 0 0 0 || 0 0 0 ||
d3a5306ddd0771ce93f0dac9bd75bce8 3d1b0e1ba15d48dd0b122e310857d808 || 0 1 0 || 0 1 0 ||
0a5e78db7fac49775fa8ee7cc99b8051 01551b02485806e425db0e18021468bb || 0 0 0 || 0 0 0 ||
537536fd54d305d85790543a349b4690 e4edea597faa95c6579d2231dfe3caa1 || 0 0 1 || 0 0 1 ||
52ad46f7852ed3439f73a0ade89cbae8 0228d0dfb704fb20dfca5d32338650c8 || 0 0 0 || 0 0 0 ||
5dd6da45d47e80e41321535be88b553f 0010b4347902bcad4aff8cd7792bba30 || 0 0 0 || 0 0 0 ||
593092f87b534c2206732d32575d0cb4 6bf86555c264bbf873552fefd0cbb55e || 0 1 1 || 0 1 1 ||
9a554a6c407f4580ad125ec0bd2cf104 256cbc767c0b8039ce0c43b2ed6e19c5 || 0 1 0 || 0 1 0 ||
45b236b7af04833db3927b2b6e0403e2 ce73a188e2c77d7353088ce55339d599 || 0 0 1 || 0 0 1 ||
cf2c33509481665fe88b34bbcec79930 5d900ae47ae71aff49a5a2dff944c685 || 0 1 0 || 0 1 0 ||
b0dab01bf7db02d912a2e17875b75231 b37b86edbec0f433416af40d6e6d7120 || 0 1 1 || 0 1 1 ||
fe9526e7e880ca4cb087c7118d1a7349 0402529f03195904c600b0844032861e || 0 1 0 || 0 1 0 ||
101f0dfd8c48c173ce382c81189d49a1 64db3da4dd5f58bcc958d65549d3859b || 0 1 1 || 0 1 1 ||
b3a4d662298ecb9d612a585cbe76ae97 a906edbaf53d3a44d9b02ae85638a514 || 0 0 0 || 0 0 0 ||
6d543c3de6147c1a97549c99afa1a4e2 f61b046c1984b236b751eeb95f0c5013 || 0 0 1 || 0 0 1 ||
737441291e35c9c8ea58fe2e0436f463 b70d0d6c859f4bcff337482c94aa467d || 0 0 1 || 0 0 1 ||
5f3d4cc7cf007b676bb7c8453b372fd8 fabf5bc870b04cf454dde2276a3177e0 || 0 0 1 || 0 0 1 ||
434b4a05549dd91d55e10943b104b619 acc4790c46cf1854ac3d6df5d51aaf95 || 0 0 1 || 0 0 1 ||
8942f86a1da48389204d58a81d9c04b6 faff16af729d1c3c3f4ad460fe56c8d0 || 0 1 1 || 0 1 1 ||
f3c242351ca258987d5b956f82983b2c 87c989c65a3096571de9514a7f4872ef || 0 0 0 || 0 0 0 ||
40da85efd53709400da9cdb28aed2f9a a5941977019144ed45945c9c0c1d47f6 || 0 0 1 || 0 0 1 ||
e565a1c603f92e019c3c8e2496ad6ec9 9376420f7f31f016d36caa8e2abe0533 || 0 0 0 || 0 0 0 ||
cef25cbe89e91f6006fa8b4c1a438a8a 2bfaf0bdbe2d69ed7f77e1849cfcb587 || 0 1 0 || 0 1 0 ||
f028e793888bda90301682e14d904d07 91c61c39ec0b4829b80b509f870633d3 || 0 0 0 || 0 0 0 ||
0676d6a74d3bf7a42219798c48350c49 e0020ab9d5f612363cbf99d01485002b || 0 0 1 || 0 0 1 ||
26d08df5d5a4744132edf22089387e02 8d8bb2dba0b426aef6ae27058e375a4d || 0 0 1 || 0 0 1 ||
7feb713c61eb7ef2c98da23cfcca4e7c ea4824a7d9413338c48a8f2b50790bd6 || 0 0 1 || 0 0 1 ||
1d3ff9b677cf93b80758b00180fdbf51 688d7ba7c0c5959ab5f357eccecb6cc9 || 0 1 1 || 0 1 1 ||
a5f5f7d1027967d0d873c249dda00c45 b0275c80d03c0147bdaa023c518c4b23 || 0 1 1 || 0 1 1 ||
d4299271cb9cd99198d2df83f6030fb4 f482740dbe692b05d7cce3fc6f430e3d || 0 1 1 || 0 1 1 ||
3c18cd0a6c981b279773a07e24f6ef2b d40914897b9d5d4cc9a502dc8d5aa1b4 || 0 0 1 || 0 0 1 ||
86ad96df497b1c14740b77127e5a685b 39331d844274eed3c0189d8e61d3aee0 || 0 1 0 || 0 1 0 ||
4c0296f652e1eba9dcca0c973bf55d82 d8c530516e20902726d890ce0059daa8 || 0 0 1 || 0 0 1 ||
13fa67e13ec27e07505def0660a7fa26 a99986aef30ef21da3c3ecd1de0780d1 || 0 0 1 || 0 0 1 ||
31ec742ecc4ed1ef1cd41a8ebc1ae2a7 3f6bc5d0e8e0c1ce4b05a4853ed42138 || 0 1 1 || 0 1 1 ||
b51122a755a5617655961e6b413ee51a 74659138f1e8c9e72c0c7a3195be19a2 || 0 1 0 || 0 1 0 ||
a7daf84af376458c9fe2d120a8d9e8e0 89dde604680c9d529fad6af3de1d49fb || 0 0 0 || 0 0 0 ||
35b6d29f33ffd7e1e1cb7c1a67a39c2c a36d012a4004cd5d0eff0e35663c0c2d || 0 0 1 || 0 0 1 ||
5bed1a64a52012fd627829938b035a08 e740292578e3e90e7eea8c3f9a661a5e || 0 0 1 || 0 0 1 ||
0956bd1ab886108e2fd47f5d79a8002a a2c322ec71bd525f1573386f0693f097 || 0 0 1 || 0 0 1 ||
0aab07fc5ce85dd87b389e16b90c9925 786b8c1dc9ef411cc4e4d314a334894c || 0 1 1 || 0 1 1 ||
583a0a452845cb7c66ba96c59835e02a 296d4ea9ef58dd4719052aa803cba385 || 0 0 0 || 0 0 0 ||
a19bf052c68389d0c0c4e3490af8acce 278cd72272d556c2e35e75236fede4d6 || 0 1 0 || 0 1 0 ||
6e80c08031d19b446d83f4e1d9fa30b6 05ede05e44641560bbc75ff1fa3ed9e3 || 0 0 0 || 0 0 0 ||
ce6fe11131c5d7f96a35e8973a81aeec 9a64e7de9cd89bc4e554fb19c90566c5 || 0 0 0 || 0 0 0 ||
d7cae24a4dd5318b8de4f9faa4917f02 3726aaa0c8b14e4fb360b917a880d47c || 0 1 0 || 0 1 0 ||
2319097afdff173f25b3a7dac38490c9 e161e30527d88099f250f05c6dfc1b4d || 0 0 1 || 0 0 1 ||
1c46d30c5db0a422c29327e27ddb70ca 15904dbdf8d3308363047eb3c459c8c1 || 0 0 0 || 0 0 0 ||
64b136832b74cf78c6090d9c6a12edd5 def58ba684e522ed6e6e20d8f0f3a518 || 0 0 1 || 0 0 1 ||
4973c93718daf9ca7aca3d35b3834731 ff54bbd8f4473ca8d0c3927fe9b9e81b || 0 0 1 || 0 0 1 ||
2c1cc2787bbfc7a54ebb1afe1d72fd76 930114057eef73486dd19f6eece0a198 || 0 0 1 || 0 0 1 ||
1ca73672532fc41cde857a8618f3a349 f1810b788015bd3c1eb51ddb523f1b0e || 0 0 1 || 0 0 1 ||
64fe5e64ebd53c4d17a55ca0bd3f71c8 632bcdce8e740c7a9b6caf1595b9ae5b || 0 0 0 || 0 0 0 ||
14eaeb83fa71299d9d6f3b971a6c0017 6b56908f2c7edd7cbd3d46752ccbb25f || 0 1 1 || 0 1 1 ||
6b6c5b7f27725ab6def032d5e7e951da 69f324c6e1eff78c2e1c13c00a3bcbd3 || 0 0 0 || 0 0 0 ||
df0197164d9ef80f987d69ba88d7734c 70f220217b0172783f8450d8a4d0c524 || 0 1 0 || 0 1 0 ||
0b2e42e2fefe74e6dbf480c4ac722352 3b1cb5ad18ff90fb9bd2e13a93e592e7 || 0 1 1 || 0 1 1 ||
54350744cf9ee1ff8ffd64035e0b5cdf e00dbca5c31872e84d955a584180ca00 || 0 0 1 || 0 0 1 ||
e1dd3dd520bd48cc1ae860f1b5b21aa1 5ebefa02735104630e73dd557556a0b7 || 0 1 0 || 0 1 0 ||
e468e8d09307cd2bcd49d61a8443cfe6 2a6ec2733f63623f66db9f6020f88b34 || 0 1 0 || 0 1 0 ||
fc569a0bee4ba557f240ce3153b41a59 ac00d4b7b07f29b7e6277f273441f16a || 0 0 0 || 0 0 0 ||
9c621921cd6526e3457d71b09bd289d7 385ff99c70a63dfea9f75a083fd35253 || 0 1 0 || 0 1 0 ||
575a4c55dcb15b6f89faf6a70078d8aa d37ee093bce6f1becf7d7eedf837720f || 0 0 1 || 0 0 1 ||
919146a68ad4e06815d38dcb6ed8f557 cc0e3e52af847e72f7c757a2ed63786e || 0 1 1 || 0 1 1 ||
43ae7de9af485500e29b22fbc80aa346 f6c019632959f6571070257625779e7e || 0 0 1 || 0 0 1 ||
ded9f7df54822fc9064954252ddbb843 e97dc803996a321102571e389f54d861 || 0 1 1 || 0 1 1 ||
47569cfcf7cce364f42e409dfaa71b1d f328fa281695729a46407fd9bd0de537 || 0 0 1 || 0 0 1 ||
121c3eabff96e2d8bbf178d71da82d85 f876755b171681d13a4bf8ce131923f9 || 0 0 1 || 0 0 1 ||
c9c594d3d8e27711ff4ec9a1a15c01b7 3b1cf80afccbf4ddd5cc6c880eef4ca7 || 0 1 0 || 0 1 0 ||
6cba809c10c710b61794a38edc65b77c b4a8eed36ca9bad38c82b19676e98233 || 0 0 1 || 0 0 1 ||
659894d16f43978fce296603bfa4746e aada481cfdfe60a372b76c5d6fc34d9f || 0 0 1 || 0 0 1 ||
d4b7a090c1ef2104b0a797c210d49e86 6f53208b6716b07ce6babb03197f7723 || 0 1 0 || 0 1 0 ||
2feb9f66d5e2f609b02f1c37186d7d67 d32813a6ab04ea6cbfb14bf5a32329c5 || 0 0 1 || 0 0 1 ||
0741a1f10c7a2caeef8249734b3f10de d5cb5473a649671c552662e4e5db0171 || 0 0 1 || 0 0 1 ||
c858b0c0b897d334dc317ef07c23ed63 22476b2e0210797fc4c770469678fa6b || 0 1 0 || 0 1 0 ||
5b2b9f729c0bce9c705741bcab8421da 3f24a62ed37babbffd5365ef1d3538df || 0 0 0 || 0 0 0 ||
a7db3e9f42c559e9f3e040b1a53b467f 37eed7023294e7892ea8f7ae2a310ed5 || 0 1 0 || 0 1 0 ||
5caa92cb55a2189d925006677fd9c35b 2a32578be6f31a9e815b7367301c82ff || 0 0 0 || 0 0 0 ||
5d83bef9980e9af695dbcc5142adeac2 6fd1af974b7b2fa46050603b37622485 || 0 1 1 || 0 1 1 ||
6201b14a7510168649b03bb35b097935 f26bb4aa995f20e2f8a941e4e29bdeb4 || 0 0 1 || 0 0 1 ||
b83a913e6f4c6a67869561bddaf9cc01 e8abd27386fa0064abd337ae1924c853 || 0 1 1 || 0 1 1 ||
44556dab083d0dd6dd0924cf14433b0f 516fc1a7bdd0d4d04f2e25e83ac498f6 || 0 1 1 || 0 1 1 ||
5d008fa838ebd1ec4af45027ec859e95 1e488778f8e6568996bc21ddbdb4ffc9 || 0 0 0 || 0 0 0 ||
8437253adc34db6660ec781a60d850d0 4704fc08ab5fe9c9c135b37fcfd29d40 || 0 1 0 || 0 1 0 ||
66211a0db4d3a2ea45ea9c7313c27d45 04aae48d2dc5288fe6142c6739008d36 || 0 0 0 || 0 0 0 ||
c1fe0b46d0e0e139eb1fcbd89121d91d 7dd71c82bde50d60f5c671585aac19a0 || 0 1 0 || 0 1 0 ||
c9a52d8bcc3a16cc6e56f0a898313867 641587b25da91d67cfb09cb2db852021 || 0 1 0 || 0 1 0 ||
89253d4d5c23759e4b8df82ef53d8843 66afe0d9d050a9d718e343b743553026 || 0 1 0 || 0 1 0 ||
2ca663c65b9be96eed07b88835cc196c 741625ccf909440867288581a092c350 || 0 1 1 || 0 1 1 ||
8a113dfdba0fa7f13a1b4a8b23309377 b5e2d31c04d3932a8bb7715cdb4191e8 || 0 1 1 || 0 1 1 ||
ce303e210ff4fb7c1497beb47afad46c cd6207f041d30e3cf85371a06b414a2a || 0 0 0 || 0 0 0 ||
b33366d45555148e39b7a216b0cba178 0f864531ed4a8e52d1aee1377150554a || 0 1 0 || 0 1 0 ||
81dc1d4a9f781946161f9f4a137ac65c bfb969ca8e5e567c5d8ec2dd9e8ec572 || 0 1 1 || 0 1 1 ||
741592a0c04285ca063415c39a5c1742 0d9a5590c66ca688e3c4251e4b2128b5 || 0 0 0 || 0 0 0 ||
180c833edd5d1e6440cb29fe6ad86255 3d3dbadf2ac4def0d099c9d16418d7a5 || 0 1 1 || 0 1 1 ||
44a61d3319627b63e84ea3517c46504d d41e0d49c7696d3367d395faab59494e || 0 0 1 || 0 0 1 ||
bc55f14116c8a521f5ebf6ecd9d3f1d6 0ebd3f8df69e532d9db8e6a2734b6ae3 || 0 1 0 || 0 1 0 ||
eb05a29dfa51be8c95accd14fbad4699 5dcbe1b96909a548a60ecb30f6eb6319 || 0 1 0 || 0 1 0 ||
0b826b6bc503f735dd143b45e81e9b0d b4b34fb190be45e167e1a005d5186978 || 0 0 1 || 0 0 1 ||
6684b4970acf1b437e568e87487ea2d2 3d0d7952e0970fb1efdb8e61689f4185 || 0 0 0 || 0 0 0 ||
31daefa081b62bdbbe0a01d59ef787e8 d412105725c2db679bad0cd6cc973b8b || 0 0 1 || 0 0 1 ||
20583071f6c846b290b27089fcc900f9 a6a64a1c70561ea9a3e8aed77dfdd214 || 0 0 1 || 0 0 1 ||
49f8e9e84478d73755dca9e2f058989b 99b0521c38eb3a3bdc76729b80d60d18 || 0 0 1 || 0 0 1 ||
c5a0c15bc3a00215f71495c3ea93296c 63156cb60905ddadd8b89465b1883ee0 || 0 1 0 || 0 1 0 ||
ed3e70c1a064fd3a06039871f3ba8910 d8c8af5c8407a00603363c603e91f665 || 0 0 0 || 0 0 0 ||
e76baee13fc7687fd7f76b4087a74ce3 7ba2d2c28e47a5a3e2cf550ef4aec245 || 0 1 0 || 0 1 0 ||
2fa48fa5179ffbb816dd7b186b88c4ee fdb7bcc74ddec65d792f8c1b46ac0e38 || 0 0 1 || 0 0 1 ||
172274609a416648ae3d79b81f66b0cf d48f31d1a9a9005e9fa14ce755bd4c7e || 0 0 1 || 0 0 1 ||
8b29ee0ebf1a580b806967f5226bd10f 8f966e3d05d19e0f98fd0f778083e5d2 || 0 1 1 || 0 1 1 ||
c03674c1dee0e93df5c0c41e327ca646 c1a44a1e3d2103305ad8b8bac79d4667 || 0 1 1 || 0 1 1 ||
ef9d383e48d55f34f00fb623ba70e071 446357a84155dc887943942a9c761df1 || 0 1 0 || 0 1 0 ||
97242eef875033bd6f5e8c952528b615 318081e4e06f7fa7c7bf1ca34e9fb4d3 || 0 1 0 || 0 1 0 ||
106cd54dc3f84f1582a1535629cf4e65 7a7b974d9f9c36cb1d9c57242eebc5fc || 0 1 1 || 0 1 1 ||
b91427d7e621c380024507b4242e23f6 5b94003bece7e84dc15b137c301fedd0 || 0 1 0 || 0 1 0 ||
270b252d52aa4dbdf38177cb58495386 d9a5734b1f9497af3c46d1eca70e17a8 || 0 0 1 || 0 0 1 ||
91a4419fa6af4b502e62aae4cd603f05 9a7e163d22337d889d38b528a8a6bc0b || 0 1 1 || 0 1 1 ||
4d9c4f46ee31c1d9901174ee99c0e468 870833f7e0282451744ea4d9d9be022f || 0 0 1 || 0 0 1 ||
eabc24ba18aaaa7273d6c92eee151892 7882ae7eb3212a780d1e5d1f18d39f24 || 0 1 0 || 0 1 0 ||
