c859cba7 a700a759 || 0 0 0 || 0 0 0 ||
37d79055 1b97b735 || 0 0 0 || 0 0 0 ||
87efc3ad 2ca3ee5d || 0 1 0 || 0 1 0 ||
69eabed6 5307a135 || 0 0 0 || 0 0 0 ||
5277f2f7 d414aaf5 || 0 0 1 || 0 0 1 ||
4819cdbf 022c7940 || 0 0 0 || 0 0 0 ||
142d6beb 19c1f633 || 0 1 1 || 0 1 1 ||
35616c22 44f3e1b4 || 0 1 1 || 0 1 1 ||
cd209fea 6ea9b7a2 || 0 1 0 || 0 1 0 ||
e6f8670c 0575489c || 0 1 0 || 0 1 0 ||
fb3b6447 92bca5e3 || 0 0 0 || 0 0 0 ||
e8534331 dd0ba402 || 0 0 0 || 0 0 0 ||
947992c1 cdfdde9a || 0 1 1 || 0 1 1 ||
789752aa 9cbda834 || 0 0 1 || 0 0 1 ||
f1e386fe f6a86476 || 0 1 1 || 0 1 1 ||
02164eb2 69968e9a || 0 1 1 || 0 1 1 ||
80eeaab0 3646498b || 0 1 0 || 0 1 0 ||
f4c73ee9 20b05f16 || 0 1 0 || 0 1 0 ||
4de801b7 a2b82b1a || 0 0 1 || 0 0 1 ||
4a6079fc b01ae524 || 0 0 1 || 0 0 1 ||
c6421056 9af44c79 || 0 0 0 || 0 0 0 ||
29238feb 1999c7bb || 0 0 0 || 0 0 0 ||
451dcf4b 2882d156 || 0 0 0 || 0 0 0 ||
6fe2edc8 49261d90 || 0 0 0 || 0 0 0 ||
b95e333d dc61d7e9 || 0 1 1 || 0 1 1 ||
22f66bd3 d05e4338 || 0 0 1 || 0 0 1 ||
04270c8c c625a3ab || 0 0 1 || 0 0 1 ||
7b446d2b f62af313 || 0 0 1 || 0 0 1 ||
d915b4ce f0012313 || 0 1 1 || 0 1 1 ||
09ced5d3 a4e2c00a || 0 0 1 || 0 0 1 ||
fac22b71 c0076e97 || 0 0 0 || 0 0 0 ||
3b81666d afa66395 || 0 0 1 || 0 0 1 ||
5689e8dd 818a4691 || 0 0 1 || 0 0 1 ||
30328c14 9c298f96 || 0 0 1 || 0 0 1 ||
17234743 a901b248 || 0 0 1 || 0 0 1 ||
d459edf5 306e5f10 || 0 1 0 || 0 1 0 ||
cadf93b5 ced16d68 || 0 1 1 || 0 1 1 ||
a9fd8cc7 9f2da718 || 0 0 0 || 0 0 0 ||
e6fcc560 1b6807b0 || 0 1 0 || 0 1 0 ||
40b18afc 94d3e42d || 0 0 1 || 0 0 1 ||
388a5cbc 22550bcf || 0 0 0 || 0 0 0 ||
53943510 c151f214 || 0 0 1 || 0 0 1 ||
47d11eac 8c12eca0 || 0 0 1 || 0 0 1 ||
61414a8a ff5765ac || 0 0 1 || 0 0 1 ||
282280a2 10a402c0 || 0 0 0 || 0 0 0 ||
c09873cb 301d2fde || 0 1 0 || 0 1 0 ||
eee4181c 40165cbd || 0 1 0 || 0 1 0 ||
eed58452 c7658403 || 0 0 0 || 0 0 0 ||
4328dfbc 12830eca || 0 0 0 || 0 0 0 ||
810becf6 a668f3e3 || 0 1 1 || 0 1 1 ||
f525ed03 a1df4999 || 0 0 0 || 0 0 0 ||
3fbb9d6c 53aa7945 || 0 1 1 || 0 1 1 ||
e7ff076a 20cdc1a9 || 0 1 0 || 0 1 0 ||
fd35056b 9b8c2624 || 0 0 0 || 0 0 0 ||
44e1002f 233f86a2 || 0 0 0 || 0 0 0 ||
3d524baf c6258b6e || 0 0 1 || 0 0 1 ||
9176ad0f 47276dd3 || 0 1 0 || 0 1 0 ||
99e34d5c cec2eede || 0 1 1 || 0 1 1 ||
150027a6 d8cad364 || 0 0 1 || 0 0 1 ||
22c34ed7 006009ae || 0 0 0 || 0 0 0 ||
77924e03 d77b9f52 || 0 0 1 || 0 0 1 ||
53b16992 5160f410 || 0 0 0 || 0 0 0 ||
e8023466 97a5137b || 0 0 0 || 0 0 0 ||
ccf8c925 98d515c0 || 0 0 0 || 0 0 0 ||
577bbe6c d6abf142 || 0 0 1 || 0 0 1 ||
da524677 8c21b6bd || 0 0 0 || 0 0 0 ||
938bd4e5 e0e3a30c || 0 1 1 || 0 1 1 ||
882e6d0a 0da64d49 || 0 1 0 || 0 1 0 ||
29befb39 db583d1c || 0 0 1 || 0 0 1 ||
19cac0b5 23827cad || 0 1 1 || 0 1 1 ||
884ca089 f3737da9 || 0 1 1 || 0 1 1 ||
cdbbe456 3877b99d || 0 1 0 || 0 1 0 ||
816f4da6 fcd00d76 || 0 1 1 || 0 1 1 ||
aeac41a7 35980a82 || 0 1 0 || 0 1 0 ||
7f5de71e 8deaa8db || 0 0 1 || 0 0 1 ||
1064d5da dbdb57c4 || 0 0 1 || 0 0 1 ||
51749e96 9ae6bada || 0 0 1 || 0 0 1 ||
a53bf8d1 60910c22 || 0 1 0 || 0 1 0 ||
bc19c44f 231a75ae || 0 1 0 || 0 1 0 ||
1fe5ba0a 54ade8bc || 0 1 1 || 0 1 1 ||
df78f972 6e84d498 || 0 1 0 || 0 1 0 ||
edca0ffd 1c27419c || 0 1 0 || 0 1 0 ||
fb4b07d0 c73348ab || 0 0 0 || 0 0 0 ||
b80e6161 d720d5e6 || 0 1 1 || 0 1 1 ||
ad02c835 ce809a9f || 0 1 1 || 0 1 1 ||
66f72a7f d65589c1 || 0 0 1 || 0 0 1 ||
8049baae c8201f01 || 0 1 1 || 0 1 1 ||
d792759f 4decde41 || 0 1 0 || 0 1 0 ||
0a144cf0 f43dffac || 0 0 1 || 0 0 1 ||
e9649bd3 78cd92ad || 0 1 0 || 0 1 0 ||
a10844e0 db55434d || 0 1 1 || 0 1 1 ||
b55e204c 919e9f4e || 0 0 0 || 0 0 0 ||
19276af2 d227b5aa || 0 0 1 || 0 0 1 ||
4c0841c6 79a288de || 0 1 1 || 0 1 1 ||
a0132d8b fc78e1fc || 0 1 1 || 0 1 1 ||
66286e61 76e69340 || 0 1 1 || 0 1 1 ||
3c8deb93 150aa66f || 0 0 0 || 0 0 0 ||
e576608c 90dd4c1b || 0 0 0 || 0 0 0 ||
20847d6f 8ad6f004 || 0 0 1 || 0 0 1 ||
941de3f1 40a7e6f2 || 0 1 0 || 0 1 0 ||
8cf7074a 2017467d || 0 1 0 || 0 1 0 ||
bd848c7a eda688ef || 0 1 1 || 0 1 1 ||
0076be5c 6f78ef90 || 0 1 1 || 0 1 1 ||
7d36a411 902c31e1 || 0 0 1 || 0 0 1 ||
408452ba 1c732ae3 || 0 0 0 || 0 0 0 ||
73a6c58e 8a94ad6d || 0 0 1 || 0 0 1 ||
7962f52e ffdb4bf9 || 0 0 1 || 0 0 1 ||
74a5541a 11a7bd39 || 0 0 0 || 0 0 0 ||
2803fb7b 38b0829f || 0 1 1 || 0 1 1 ||
a0ab1c3b f46f0275 || 0 1 1 || 0 1 1 ||
adfb80fe 4b0e6fc9 || 0 1 0 || 0 1 0 ||
bd549881 f5961c42 || 0 1 1 || 0 1 1 ||
8de5e526 e7866d4d || 0 1 1 || 0 1 1 ||
33de82a3 48766032 || 0 1 1 || 0 1 1 ||
199555e4 0ff7a7b1 || 0 0 0 || 0 0 0 ||
f9f2e87b 7c7748b8 || 0 1 0 || 0 1 0 ||
b73c7fc7 44c8154c || 0 1 0 || 0 1 0 ||
b882fe5f 0ab6a790 || 0 1 0 || 0 1 0 ||
e53a20da 711a9e79 || 0 1 0 || 0 1 0 ||
73e5f4d5 3f5d444b || 0 0 0 || 0 0 0 ||
bdb90b07 ae7d9e67 || 0 0 0 || 0 0 0 ||
970404d9 a7cf9e98 || 0 1 1 || 0 1 1 ||
36db8cc0 6efe6835 || 0 1 1 || 0 1 1 ||
dc3da2af 7d1417bd || 0 1 0 || 0 1 0 ||
2b5dc6ce 5f6d996a || 0 1 1 || 0 1 1 ||
d7c45d2c b0466fc4 || 0 0 0 || 0 0 0 ||
13d4a301 761aa71d || 0 1 1 || 0 1 1 ||
cdde827e 8822bae9 || 0 0 0 || 0 0 0 ||
6f3dd42a 233d0d5e || 0 0 0 || 0 0 0 ||
e7ad1de1 8b52f8b4 || 0 0 0 || 0 0 0 ||
d74e5f86 105227a6 || 0 1 0 || 0 1 0 ||
212eec70 dce3bcd4 || 0 0 1 || 0 0 1 ||
e5c559e3 73324df0 || 0 1 0 || 0 1 0 ||
cc326dc2 4fb1edda || 0 1 0 || 0 1 0 ||
4da37dc6 712fc508 || 0 1 1 || 0 1 1 ||
57d9813f 28a46437 || 0 0 0 || 0 0 0 ||
a8f48b1c c4b61416 || 0 1 1 || 0 1 1 ||
4ee5dba8 417670a5 || 0 0 0 || 0 0 0 ||
69cbe886 05d4704c || 0 0 0 || 0 0 0 ||
8ecdaa2a 563a8528 || 0 1 0 || 0 1 0 ||
3e130ff5 3f9fb968 || 0 1 1 || 0 1 1 ||
be7136ee 37b1c501 || 0 1 0 || 0 1 0 ||
4054efa6 c5364e45 || 0 0 1 || 0 0 1 ||
8c00a97a 4fe3787b || 0 1 0 || 0 1 0 ||
30ee9a28 a85cd30a || 0 0 1 || 0 0 1 ||
59280583 459c18fb || 0 0 0 || 0 0 0 ||
949405fc 4722e2d4 || 0 1 0 || 0 1 0 ||
19e03747 541f5bae || 0 1 1 || 0 1 1 ||
e5d98fbb b79de7bd || 0 0 0 || 0 0 0 ||
015e74f9 4f185bbe || 0 1 1 || 0 1 1 ||
6581d7c6 f3f0092c || 0 0 1 || 0 0 1 ||
6b84eb3c 7c9f8e49 || 0 1 1 || 0 1 1 ||
3d0ce767 1cee4add || 0 0 0 || 0 0 0 ||
49cc68b3 2cda794f || 0 0 0 || 0 0 0 ||
6be4b78f 067cb2ec || 0 0 0 || 0 0 0 ||
0957c546 8c5bf78a || 0 0 1 || 0 0 1 ||
80920675 16549958 || 0 1 0 || 0 1 0 ||
d43eb7b9 e3bf3fd3 || 0 1 1 || 0 1 1 ||
f9ec5885 98cf3dd6 || 0 0 0 || 0 0 0 ||
c95fbf3a 9f706682 || 0 0 0 || 0 0 0 ||
1affa248 30757270 || 0 1 1 || 0 1 1 ||
00955acb 15f4484e || 0 1 1 || 0 1 1 ||
8ecc4959 57d6e816 || 0 1 0 || 0 1 0 ||
3b8055f0 9c1da207 || 0 0 1 || 0 0 1 ||
6eb99735 e2bf2f06 || 0 0 1 || 0 0 1 ||
921ed943 01274c9a || 0 1 0 || 0 1 0 ||
7dc18592 12668ba2 || 0 0 0 || 0 0 0 ||
a4736055 4c24cb3c || 0 1 0 || 0 1 0 ||
4e877c63 21f0c0e0 || 0 0 0 || 0 0 0 ||
2c9dbb0c 79f0d005 || 0 1 1 || 0 1 1 ||
369c916f abd18f48 || 0 0 1 || 0 0 1 ||
b2b5d702 c5f70d43 || 0 1 1 || 0 1 1 ||
ef593df1 88bea9da || 0 0 0 || 0 0 0 ||
9f3b4d78 34403505 || 0 1 0 || 0 1 0 ||
8d2c1e7a 7e65a000 || 0 1 0 || 0 1 0 ||
34e6384f a6034a0c || 0 0 1 || 0 0 1 ||
8a3014e8 da74e8f2 || 0 1 1 || 0 1 1 ||
98ca3933 c7ff279b || 0 1 1 || 0 1 1 ||
655e4e14 e956226a || 0 0 1 || 0 0 1 ||
22cef61d dfcf8297 || 0 0 1 || 0 0 1 ||
70821e6d 2cec0239 || 0 0 0 || 0 0 0 ||
08bbeca6 fc6a1f92 || 0 0 1 || 0 0 1 ||
ce501911 7416e861 || 0 1 0 || 0 1 0 ||
5dfb9d16 908e744d || 0 0 1 || 0 0 1 ||
b157ff62 4017010b || 0 1 0 || 0 1 0 ||
9b86e68c 08624fc3 || 0 1 0 || 0 1 0 ||
03edaecb d6adc015 || 0 0 1 || 0 0 1 ||
1ddb8ad3 794b106e || 0 1 1 || 0 1 1 ||
341fdcee 611bd97f || 0 1 1 || 0 1 1 ||
e9f76781 bc4723ac || 0 0 0 || 0 0 0 ||
1d6dac18 52c398af || 0 1 1 || 0 1 1 ||
6b5d5ff9 153b4d00 || 0 0 0 || 0 0 0 ||
62309679 7cfdcaed || 0 1 1 || 0 1 1 ||
f2804af3 54fdf345 || 0 1 0 || 0 1 0 ||
b24ce702 5e2d251f || 0 1 0 || 0 1 0 ||
634b2b97 5e3852e4 || 0 0 0 || 0 0 0 ||
33b51fe0 98fad124 || 0 0 1 || 0 0 1 ||
72742be0 3bd9fc31 || 0 0 0 || 0 0 0 ||
c922c43e 38f31a4a || 0 1 0 || 0 1 0 ||
86d89b79 0faf47c3 || 0 1 0 || 0 1 0 ||
fb15f7ed 22dda256 || 0 1 0 || 0 1 0 ||
55d22e9c 32e6d979 || 0 0 0 || 0 0 0 ||
9b58a75f 8b04094b || 0 0 0 || 0 0 0 ||
7d3adeff 54f586a9 || 0 0 0 || 0 0 0 ||
24bcce7d a8c532ee || 0 0 1 || 0 0 1 ||
32ab5d3e a6d795d6 || 0 0 1 || 0 0 1 ||
7ee8ed44 22ab65a7 || 0 0 0 || 0 0 0 ||
4d351e0b 6e8935c7 || 0 1 1 || 0 1 1 ||
ea3787e4 9c214db3 || 0 0 0 || 0 0 0 ||
11aea181 257ccac6 || 0 1 1 || 0 1 1 ||
52dae3c0 b8a61d7d || 0 0 1 || 0 0 1 ||
9280ccda 140214e2 || 0 1 0 || 0 1 0 ||
9a7d527f d7450121 || 0 1 1 || 0 1 1 ||
452f6395 1c5eb3d3 || 0 0 0 || 0 0 0 ||
aa477bcf f1799ea0 || 0 1 1 || 0 1 1 ||
bc9c72c3 4dbff077 || 0 1 0 || 0 1 0 ||
78449a95 dbfbf595 || 0 0 1 || 0 0 1 ||
e2d7d411 17e49a88 || 0 1 0 || 0 1 0 ||
53957795 9a72f0c7 || 0 0 1 || 0 0 1 ||
de6efeb8 8a5430f0 || 0 0 0 || 0 0 0 ||
8a23fa6f b109a8f4 || 0 1 1 || 0 1 1 ||
7e3202fb eed20ba7 || 0 0 1 || 0 0 1 ||
59617eb1 68c5bdd2 || 0 1 1 || 0 1 1 ||
b0d128e9 0f2d4134 || 0 1 0 || 0 1 0 ||
9ce59306 2fd5344c || 0 1 0 || 0 1 0 ||
4b9e0da3 71cc6f63 || 0 1 1 || 0 1 1 ||
83ccb947 f785fb08 || 0 1 1 || 0 1 1 ||
7afcfe0c 208fa919 || 0 0 0 || 0 0 0 ||
0072cec8 fdc2c053 || 0 0 1 || 0 0 1 ||
83b6a363 270a5af7 || 0 1 0 || 0 1 0 ||
f4092cc1 366c7e44 || 0 1 0 || 0 1 0 ||
7b5c79e4 522ffddd || 0 0 0 || 0 0 0 ||
04fc40d5 80d18014 || 0 0 1 || 0 0 1 ||
662a171d 0b294fb1 || 0 0 0 || 0 0 0 ||
42e47268 13e2447c || 0 0 0 || 0 0 0 ||
88046069 ea21b7da || 0 1 1 || 0 1 1 ||
ed9e6489 bc201cc0 || 0 0 0 || 0 0 0 ||
ab3ba19b 1afac0a8 || 0 1 0 || 0 1 0 ||
54af4d0d 8f314c6b || 0 0 1 || 0 0 1 ||
7575d11e 8b1166c6 || 0 0 1 || 0 0 1 ||
55609644 3f5ae93c || 0 0 0 || 0 0 0 ||
b7b32e1a a2c853d6 || 0 0 0 || 0 0 0 ||
064047a5 f66d69b5 || 0 0 1 || 0 0 1 ||
58880e48 c0ba7284 || 0 0 1 || 0 0 1 ||
7a5902c0 eca90a71 || 0 0 1 || 0 0 1 ||
323616c9 8ba445e3 || 0 0 1 || 0 0 1 ||
dfdb9857 329ee589 || 0 1 0 || 0 1 0 ||
0438eace 94a5ea49 || 0 0 1 || 0 0 1 ||
7b635543 d570bac4 || 0 0 1 || 0 0 1 ||
582eebc4 89018b94 || 0 0 1 || 0 0 1 ||
797d76f0 0dcc3ba5 || 0 0 0 || 0 0 0 ||
2e9542a5 84c71171 || 0 0 1 || 0 0 1 ||
7faafda4 eec10fdc || 0 0 1 || 0 0 1 ||
51e673f3 2e628286 || 0 0 0 || 0 0 0 ||
64f2fdc6 20eef911 || 0 0 0 || 0 0 0 ||
30d4e704 71657ea6 || 0 1 1 || 0 1 1 ||
d77a8095 9c96846d || 0 0 0 || 0 0 0 ||
debfa810 5a2a6ace || 0 1 0 || 0 1 0 ||
5a03cc93 7d483626 || 0 1 1 || 0 1 1 ||
714d7816 130e5887 || 0 0 0 || 0 0 0 ||
0449b77b 007154af || 0 0 0 || 0 0 0 ||
b2cd4bec cff3551e || 0 1 1 || 0 1 1 ||
1e87d783 0673e423 || 0 0 0 || 0 0 0 ||
e34e6eb2 5b08a4ad || 0 1 0 || 0 1 0 ||
b3868903 03a5d0de || 0 1 0 || 0 1 0 ||
297f218a 678ddd33 || 0 1 1 || 0 1 1 ||
36709f78 dbcfa939 || 0 0 1 || 0 0 1 ||
909dd918 100be535 || 0 1 0 || 0 1 0 ||
10a8bdab e8147254 || 0 0 1 || 0 0 1 ||
74cc0f87 c0295279 || 0 0 1 || 0 0 1 ||
62841570 70a32c1e || 0 1 1 || 0 1 1 ||
df620992 49b7180f || 0 1 0 || 0 1 0 ||
7fe36bac 404f9db7 || 0 0 0 || 0 0 0 ||
006d4e6c b6266d0e || 0 0 1 || 0 0 1 ||
4ef2a39b b215d4f9 || 0 0 1 || 0 0 1 ||
afe63f58 b0d24ab9 || 0 1 1 || 0 1 1 ||
6c7bb6dd 66e2e427 || 0 0 0 || 0 0 0 ||
d7ad2770 dbddc7fe || 0 1 1 || 0 1 1 ||
54afea73 cdf65b85 || 0 0 1 || 0 0 1 ||
508ca130 afea4219 || 0 0 1 || 0 0 1 ||
e63ead17 48519206 || 0 1 0 || 0 1 0 ||
a55c52f2 7210d92d || 0 1 0 || 0 1 0 ||
65dbd984 89478e02 || 0 0 1 || 0 0 1 ||
85adf91b 9d10feb7 || 0 1 1 || 0 1 1 ||
31474f1e 00c11c39 || 0 0 0 || 0 0 0 ||
c75742bd 374405de || 0 1 0 || 0 1 0 ||
dea36a61 e25e3883 || 0 1 1 || 0 1 1 ||
cad5164a 81117c31 || 0 0 0 || 0 0 0 ||
13d9acc3 8b7430d8 || 0 0 1 || 0 0 1 ||
69e45bea d3efa95f || 0 0 1 || 0 0 1 ||
db5f8f8c eb4fb43e || 0 1 1 || 0 1 1 ||
013e01fd 5f58aebd || 0 1 1 || 0 1 1 ||
98dd2909 8e75da50 || 0 0 0 || 0 0 0 ||
af058e14 ade067bb || 0 0 0 || 0 0 0 ||
49364044 c175f49e || 0 0 1 || 0 0 1 ||
3b2361d2 430a1761 || 0 1 1 || 0 1 1 ||
223b7b49 c687bbf8 || 0 0 1 || 0 0 1 ||
3b4f017e 45fa1d49 || 0 1 1 || 0 1 1 ||
0f8a6a43 03bf5b38 || 0 0 0 || 0 0 0 ||
7dd5ebbe ebde75ab || 0 0 1 || 0 0 1 ||
ae92da09 e38fd1d8 || 0 1 1 || 0 1 1 ||
c34707d6 79923b57 || 0 1 0 || 0 1 0 ||
3accaa42 4cd96a40 || 0 1 1 || 0 1 1 ||
b9f14ad8 6f1f8101 || 0 1 0 || 0 1 0 ||
4d090474 309a3472 || 0 0 0 || 0 0 0 ||
d1eba359 dc2258c9 || 0 1 1 || 0 1 1 ||
f909544f 6f20dd81 || 0 1 0 || 0 1 0 ||
5d36d66b 148ea2f5 || 0 0 0 || 0 0 0 ||
5465a910 45dc9f87 || 0 0 0 || 0 0 0 ||
9b6bb606 ed141125 || 0 1 1 || 0 1 1 ||
6b79a1a2 ad022b14 || 0 0 1 || 0 0 1 ||
f1fadc22 d6ca0d29 || 0 0 0 || 0 0 0 ||
d6e6139f d4f87b68 || 0 0 0 || 0 0 0 ||
3ecd96b4 02899b98 || 0 0 0 || 0 0 0 ||
6d9cb66c a43a0459 || 0 0 1 || 0 0 1 ||
6c3c28b6 b29c2dc2 || 0 0 1 || 0 0 1 ||
766b3562 3031192c || 0 0 0 || 0 0 0 ||
df7dd71b e0b959d8 || 0 1 1 || 0 1 1 ||
094850f8 1647db3c || 0 1 1 || 0 1 1 ||
1d22f869 79af9036 || 0 1 1 || 0 1 1 ||
5d61264e 295b12e6 || 0 0 0 || 0 0 0 ||
5f57b538 b714f1e8 || 0 0 1 || 0 0 1 ||
01a14e6e 562c78db || 0 1 1 || 0 1 1 ||
83f29b54 deaa7c35 || 0 1 1 || 0 1 1 ||
8b8f45a5 62ccda33 || 0 1 0 || 0 1 0 ||
112ab896 803c50d1 || 0 0 1 || 0 0 1 ||
34e80c0e 1b32db11 || 0 0 0 || 0 0 0 ||
a1281eeb fcbd1a41 || 0 1 1 || 0 1 1 ||
5c251e33 f34312cd || 0 0 1 || 0 0 1 ||
b90b3bd2 5d219172 || 0 1 0 || 0 1 0 ||
663cd66d e9b4a0a1 || 0 0 1 || 0 0 1 ||
fe812c32 6f9bcfea || 0 1 0 || 0 1 0 ||
d3349050 80f0bfd4 || 0 0 0 || 0 0 0 ||
43881a3e ec4a44c0 || 0 0 1 || 0 0 1 ||
4008f868 1749848a || 0 0 0 || 0 0 0 ||
760936f6 cfe13643 || 0 0 1 || 0 0 1 ||
6ba0be1b 663a8178 || 0 0 0 || 0 0 0 ||
370549f7 2303b3f5 || 0 0 0 || 0 0 0 ||
5c5a42fd 20c085d2 || 0 0 0 || 0 0 0 ||
f6536ccb 40b9d532 || 0 1 0 || 0 1 0 ||
523b4da6 7ac7d4aa || 0 1 1 || 0 1 1 ||
fa7da3d9 c4dd97e2 || 0 0 0 || 0 0 0 ||
5d7f5f79 b88bcf66 || 0 0 1 || 0 0 1 ||
2a170280 3a7badbd || 0 1 1 || 0 1 1 ||
655919ee dd5a8831 || 0 0 1 || 0 0 1 ||
6bf3dd13 872055d7 || 0 0 1 || 0 0 1 ||
a5d96766 8fef356c || 0 0 0 || 0 0 0 ||
e43ec695 1e70bd93 || 0 1 0 || 0 1 0 ||
138ef3b2 afce559a || 0 0 1 || 0 0 1 ||
a8de17de 6e694acf || 0 1 0 || 0 1 0 ||
6edc1297 1ecd0d44 || 0 0 0 || 0 0 0 ||
a2515141 f70682fa || 0 1 1 || 0 1 1 ||
08ba4a12 fd4dde1c || 0 0 1 || 0 0 1 ||
034bccba 4549c0db || 0 1 1 || 0 1 1 ||
d975090e 283bf2b0 || 0 1 0 || 0 1 0 ||
f56dd374 141299d4 || 0 1 0 || 0 1 0 ||
0c121372 d721c217 || 0 0 1 || 0 0 1 ||
3b9b2fcd 8986e94c || 0 0 1 || 0 0 1 ||
13b41f90 925d791c || 0 0 1 || 0 0 1 ||
9539fec7 b2058bbe || 0 1 1 || 0 1 1 ||
50fdcae1 a041c5a7 || 0 0 1 || 0 0 1 ||
5a6eb086 6835c87d || 0 1 1 || 0 1 1 ||
1db27c6d 61b7c5db || 0 1 1 || 0 1 1 ||
33afed73 7915f638 || 0 1 1 || 0 1 1 ||
a9bc7858 05b38d58 || 0 1 0 || 0 1 0 ||
c1dc01df c60b9747 || 0 1 1 || 0 1 1 ||
5c43091d 908cc52e || 0 0 1 || 0 0 1 ||
e4f7a6de eb0f8752 || 0 1 1 || 0 1 1 ||
e22f27a1 a3628348 || 0 0 0 || 0 0 0 ||
246037c2 61b0605a || 0 1 1 || 0 1 1 ||
fdb350e8 51cdaf21 || 0 1 0 || 0 1 0 ||
827f9bc0 ce3a65db || 0 1 1 || 0 1 1 ||
2daabeda dd0fb965 || 0 0 1 || 0 0 1 ||
23049fc0 d929f5ff || 0 0 1 || 0 0 1 ||
cce522a4 d6794fdd || 0 1 1 || 0 1 1 ||
a6a39815 7aa3268e || 0 1 0 || 0 1 0 ||
648de9c5 14aaf8d6 || 0 0 0 || 0 0 0 ||
50626626 cf40a8b8 || 0 0 1 || 0 0 1 ||
cc4f9b6c a592950b || 0 0 0 || 0 0 0 ||
ca036f41 c3c79950 || 0 0 0 || 0 0 0 ||
f576e620 e450142e || 0 0 0 || 0 0 0 ||
e176d6a2 af4d5189 || 0 0 0 || 0 0 0 ||
6dce5f66 7d4a47f4 || 0 1 1 || 0 1 1 ||
93ceebc2 709948d2 || 0 1 0 || 0 1 0 ||
403b209c f1e9a863 || 0 0 1 || 0 0 1 ||
e39360b5 0a18e220 || 0 1 0 || 0 1 0 ||
213e7d53 55c5f093 || 0 1 1 || 0 1 1 ||
9d8bf1eb 731ebb60 || 0 1 0 || 0 1 0 ||
b583309c ce4f0833 || 0 1 1 || 0 1 1 ||
a6a1c58a 931a2a03 || 0 0 0 || 0 0 0 ||
c1444f71 04474eb2 || 0 1 0 || 0 1 0 ||
55899fe5 7f64e19a || 0 1 1 || 0 1 1 ||
9fb47df0 6d3f4ee4 || 0 1 0 || 0 1 0 ||
54c2c6a5 5dd51ab4 || 0 1 1 || 0 1 1 ||
217cac8e 4d6ea9de || 0 1 1 || 0 1 1 ||
2bf3e65d 2edba9b7 || 0 1 1 || 0 1 1 ||
f444b8d1 e61e0360 || 0 0 0 || 0 0 0 ||
8ea3c249 d72991f3 || 0 1 1 || 0 1 1 ||
d9e0ddeb d2d98be6 || 0 0 0 || 0 0 0 ||
bebfa901 96171e2d || 0 0 0 || 0 0 0 ||
ff778f3d ae0447ae || 0 0 0 || 0 0 0 ||
44c74422 bf360451 || 0 0 1 || 0 0 1 ||
ff1bb15d 167aaee9 || 0 1 0 || 0 1 0 ||
a85dfe73 16f91106 || 0 1 0 || 0 1 0 ||
1d9d23c0 2385e706 || 0 1 1 || 0 1 1 ||
2d80b9e9 97a8e2c0 || 0 0 1 || 0 0 1 ||
f3ede811 68001a83 || 0 1 0 || 0 1 0 ||
1a829688 eab3b8f7 || 0 0 1 || 0 0 1 ||
5fb3e343 b3d9bf45 || 0 0 1 || 0 0 1 ||
2f8eda3c da124528 || 0 0 1 || 0 0 1 ||
db81a693 b8e64e9b || 0 0 0 || 0 0 0 ||
664186d3 3f41bb2a || 0 0 0 || 0 0 0 ||
e2cd74cc e6363082 || 0 1 1 || 0 1 1 ||
b161d9a4 2f2e7ac8 || 0 1 0 || 0 1 0 ||
ae9de19d 66b11ad4 || 0 1 0 || 0 1 0 ||
f413c98e e55ec6d2 || 0 0 0 || 0 0 0 ||
498e71d5 dd6701ed || 0 0 1 || 0 0 1 ||
d2ec213d 9e6b5b07 || 0 0 0 || 0 0 0 ||
d4cc35cd 6534e0a9 || 0 1 0 || 0 1 0 ||
476d93f3 0248fc1c || 0 0 0 || 0 0 0 ||
71b8ce72 84eed8cb || 0 0 1 || 0 0 1 ||
cedaa3f5 92b7e976 || 0 0 0 || 0 0 0 ||
fa58f922 7a2167be || 0 1 0 || 0 1 0 ||
50c9904e 02b6d853 || 0 0 0 || 0 0 0 ||
cdb2b27c 915bce4c || 0 0 0 || 0 0 0 ||
5f8759dc d1817979 || 0 0 1 || 0 0 1 ||
0be798dd 9cda9142 || 0 0 1 || 0 0 1 ||
135a24b9 c9ba3f0b || 0 0 1 || 0 0 1 ||
a7127cf7 48eba590 || 0 1 0 || 0 1 0 ||
6a6588ae bb489314 || 0 0 1 || 0 0 1 ||
5c419179 66fcd88d || 0 1 1 || 0 1 1 ||
387272b5 39dfa110 || 0 1 1 || 0 1 1 ||
76075219 1b8a8cb4 || 0 0 0 || 0 0 0 ||
eef5a795 160685c0 || 0 1 0 || 0 1 0 ||
db38b561 be39acf4 || 0 0 0 || 0 0 0 ||
0af58e81 ff09c136 || 0 0 1 || 0 0 1 ||
e4fb67f1 c2cb0c80 || 0 0 0 || 0 0 0 ||
7fbf1400 b653da5f || 0 0 1 || 0 0 1 ||
210cc3cc 41c64c44 || 0 1 1 || 0 1 1 ||
fa0e7c87 bba238ca || 0 0 0 || 0 0 0 ||
0c46ccdd 8080998d || 0 0 1 || 0 0 1 ||
481691ec 7469228e || 0 1 1 || 0 1 1 ||
0e14e699 845d1c3d || 0 0 1 || 0 0 1 ||
b275b3e8 1c8169fe || 0 1 0 || 0 1 0 ||
82b6860f 697ad1fb || 0 1 0 || 0 1 0 ||
08984eb1 17d4b263 || 0 1 1 || 0 1 1 ||
