94c8 9511 || 0 1 1 || 0 1 1 ||
d6dd f8c0 || 0 1 1 || 0 1 1 ||
e2d4 408f || 0 1 0 || 0 1 0 ||
d603 2101 || 0 1 0 || 0 1 0 ||
b005 f62e || 0 1 1 || 0 1 1 ||
167f bf36 || 0 0 1 || 0 0 1 ||
76a4 14a7 || 0 0 0 || 0 0 0 ||
d8af adb6 || 0 0 0 || 0 0 0 ||
ac18 fa23 || 0 1 1 || 0 1 1 ||
d21b e519 || 0 1 1 || 0 1 1 ||
3dc4 1d19 || 0 0 0 || 0 0 0 ||
b67c c651 || 0 1 1 || 0 1 1 ||
5ba9 8648 || 0 0 1 || 0 0 1 ||
2ddd b480 || 0 0 1 || 0 0 1 ||
9dce a517 || 0 1 1 || 0 1 1 ||
dda5 549f || 0 1 0 || 0 1 0 ||
2644 0cf7 || 0 0 0 || 0 0 0 ||
bb98 1883 || 0 1 0 || 0 1 0 ||
2866 5e73 || 0 1 1 || 0 1 1 ||
c7d6 36cf || 0 1 0 || 0 1 0 ||
cbb8 c106 || 0 0 0 || 0 0 0 ||
1ebe 3b6d || 0 1 1 || 0 1 1 ||
bcd4 6129 || 0 1 0 || 0 1 0 ||
5071 b264 || 0 0 1 || 0 0 1 ||
25d4 ddde || 0 0 1 || 0 0 1 ||
0998 2b74 || 0 1 1 || 0 1 1 ||
e665 4bac || 0 1 0 || 0 1 0 ||
6eb1 5d0d || 0 0 0 || 0 0 0 ||
da38 6ae3 || 0 1 0 || 0 1 0 ||
1e9e 2a77 || 0 1 1 || 0 1 1 ||
b3fe 4285 || 0 1 0 || 0 1 0 ||
d2c5 c849 || 0 0 0 || 0 0 0 ||
a3e1 fecf || 0 1 1 || 0 1 1 ||
e97f 0772 || 0 1 0 || 0 1 0 ||
c4a0 2b27 || 0 1 0 || 0 1 0 ||
ff65 2b41 || 0 1 0 || 0 1 0 ||
3f40 8102 || 0 0 1 || 0 0 1 ||
0a1a 979d || 0 0 1 || 0 0 1 ||
b81c e580 || 0 1 1 || 0 1 1 ||
abf2 b102 || 0 1 1 || 0 1 1 ||
9410 1d42 || 0 1 0 || 0 1 0 ||
e93c af3e || 0 0 0 || 0 0 0 ||
23c3 43f6 || 0 1 1 || 0 1 1 ||
a7fb e998 || 0 1 1 || 0 1 1 ||
a54e fc52 || 0 1 1 || 0 1 1 ||
f1b0 72dd || 0 1 0 || 0 1 0 ||
1023 3d3c || 0 1 1 || 0 1 1 ||
1548 b01f || 0 0 1 || 0 0 1 ||
0b36 e493 || 0 0 1 || 0 0 1 ||
0548 7b65 || 0 1 1 || 0 1 1 ||
92b8 8c6d || 0 0 0 || 0 0 0 ||
1df4 e56f || 0 0 1 || 0 0 1 ||
448a f7a9 || 0 0 1 || 0 0 1 ||
246c 06df || 0 0 0 || 0 0 0 ||
5b4e e145 || 0 0 1 || 0 0 1 ||
2b10 b1f5 || 0 0 1 || 0 0 1 ||
fdf0 4771 || 0 1 0 || 0 1 0 ||
772d 5d37 || 0 0 0 || 0 0 0 ||
28cc 866e || 0 0 1 || 0 0 1 ||
2f69 7305 || 0 1 1 || 0 1 1 ||
4dd4 63d5 || 0 1 1 || 0 1 1 ||
22fc c4f1 || 0 0 1 || 0 0 1 ||
88b3 444d || 0 1 0 || 0 1 0 ||
b027 2197 || 0 1 0 || 0 1 0 ||
fa12 4df4 || 0 1 0 || 0 1 0 ||
b84c 4a4c || 0 1 0 || 0 1 0 ||
9081 4433 || 0 1 0 || 0 1 0 ||
64bf 18ba || 0 0 0 || 0 0 0 ||
f795 a194 || 0 0 0 || 0 0 0 ||
ee2e d2ab || 0 0 0 || 0 0 0 ||
ef29 e608 || 0 0 0 || 0 0 0 ||
1097 ec09 || 0 0 1 || 0 0 1 ||
aa87 e3f6 || 0 1 1 || 0 1 1 ||
c809 5e6e || 0 1 0 || 0 1 0 ||
458e 86ea || 0 0 1 || 0 0 1 ||
c6ff f6d9 || 0 1 1 || 0 1 1 ||
cc8a 9434 || 0 0 0 || 0 0 0 ||
8387 28cc || 0 1 0 || 0 1 0 ||
53a7 cd17 || 0 0 1 || 0 0 1 ||
0db8 efc7 || 0 0 1 || 0 0 1 ||
5b71 4d50 || 0 0 0 || 0 0 0 ||
781c 4ff6 || 0 0 0 || 0 0 0 ||
b30d f6b1 || 0 1 1 || 0 1 1 ||
906c a49b || 0 1 1 || 0 1 1 ||
d8d5 7594 || 0 1 0 || 0 1 0 ||
e4d5 df08 || 0 0 0 || 0 0 0 ||
fe30 8fbc || 0 0 0 || 0 0 0 ||
51a6 1bd7 || 0 0 0 || 0 0 0 ||
4c86 e116 || 0 0 1 || 0 0 1 ||
f5a4 aca9 || 0 0 0 || 0 0 0 ||
28e2 3694 || 0 1 1 || 0 1 1 ||
af0b 3465 || 0 1 0 || 0 1 0 ||
4692 8cc8 || 0 0 1 || 0 0 1 ||
6419 7094 || 0 1 1 || 0 1 1 ||
cabe 2ac5 || 0 1 0 || 0 1 0 ||
0945 e048 || 0 0 1 || 0 0 1 ||
c58e c67f || 0 1 1 || 0 1 1 ||
ffc4 3098 || 0 1 0 || 0 1 0 ||
b2bb e61b || 0 1 1 || 0 1 1 ||
fb8b 4315 || 0 1 0 || 0 1 0 ||
db84 0597 || 0 1 0 || 0 1 0 ||
c7d0 48c8 || 0 1 0 || 0 1 0 ||
ae40 3593 || 0 1 0 || 0 1 0 ||
d6da c51a || 0 0 0 || 0 0 0 ||
2ff1 5a4b || 0 1 1 || 0 1 1 ||
844d 854f || 0 1 1 || 0 1 1 ||
744e bb51 || 0 0 1 || 0 0 1 ||
1668 4e18 || 0 1 1 || 0 1 1 ||
62b1 7533 || 0 1 1 || 0 1 1 ||
b89f 5051 || 0 1 0 || 0 1 0 ||
0c85 34b9 || 0 1 1 || 0 1 1 ||
f7dd c5f3 || 0 0 0 || 0 0 0 ||
7926 f2ae || 0 0 1 || 0 0 1 ||
fe49 e8d4 || 0 0 0 || 0 0 0 ||
0912 69e0 || 0 1 1 || 0 1 1 ||
a69b a730 || 0 1 1 || 0 1 1 ||
33e3 459d || 0 1 1 || 0 1 1 ||
75e0 1bff || 0 0 0 || 0 0 0 ||
5876 96a2 || 0 0 1 || 0 0 1 ||
490e ce43 || 0 0 1 || 0 0 1 ||
88a3 16c2 || 0 1 0 || 0 1 0 ||
dd8b 9cdd || 0 0 0 || 0 0 0 ||
63d0 3e92 || 0 0 0 || 0 0 0 ||
60e9 96e6 || 0 0 1 || 0 0 1 ||
0ddc 1a0b || 0 1 1 || 0 1 1 ||
977e a12e || 0 1 1 || 0 1 1 ||
5cb4 12c1 || 0 0 0 || 0 0 0 ||
573a 4303 || 0 0 0 || 0 0 0 ||
1d7a 7fa1 || 0 1 1 || 0 1 1 ||
4239 1b18 || 0 0 0 || 0 0 0 ||
2a1e 5df7 || 0 1 1 || 0 1 1 ||
3a59 5647 || 0 1 1 || 0 1 1 ||
b614 7305 || 0 1 0 || 0 1 0 ||
107c 64aa || 0 1 1 || 0 1 1 ||
f758 6169 || 0 1 0 || 0 1 0 ||
bf78 2192 || 0 1 0 || 0 1 0 ||
05e6 e19f || 0 0 1 || 0 0 1 ||
0301 67f0 || 0 1 1 || 0 1 1 ||
51f4 9b9a || 0 0 1 || 0 0 1 ||
bbc5 323c || 0 1 0 || 0 1 0 ||
1d4e af34 || 0 0 1 || 0 0 1 ||
ab0a 1ad6 || 0 1 0 || 0 1 0 ||
614f b550 || 0 0 1 || 0 0 1 ||
82e1 b570 || 0 1 1 || 0 1 1 ||
2f2a f6ec || 0 0 1 || 0 0 1 ||
f726 5018 || 0 1 0 || 0 1 0 ||
ddc1 71d4 || 0 1 0 || 0 1 0 ||
89b6 46bd || 0 1 0 || 0 1 0 ||
a349 6cd3 || 0 1 0 || 0 1 0 ||
331e 059e || 0 0 0 || 0 0 0 ||
0081 bc10 || 0 0 1 || 0 0 1 ||
575e a1df || 0 0 1 || 0 0 1 ||
3cfb 2752 || 0 0 0 || 0 0 0 ||
5885 e668 || 0 0 1 || 0 0 1 ||
156a 5a6c || 0 1 1 || 0 1 1 ||
0df5 16b2 || 0 1 1 || 0 1 1 ||
da6f 1d5b || 0 1 0 || 0 1 0 ||
32d4 7b7f || 0 1 1 || 0 1 1 ||
c9fe 923f || 0 0 0 || 0 0 0 ||
5576 b4b4 || 0 0 1 || 0 0 1 ||
c15e 0319 || 0 1 0 || 0 1 0 ||
8475 0683 || 0 1 0 || 0 1 0 ||
1610 e046 || 0 0 1 || 0 0 1 ||
0a0b 571d || 0 1 1 || 0 1 1 ||
10e0 d7e6 || 0 0 1 || 0 0 1 ||
fcda 461e || 0 1 0 || 0 1 0 ||
ff47 01f4 || 0 1 0 || 0 1 0 ||
4b32 2574 || 0 0 0 || 0 0 0 ||
4b08 22bf || 0 0 0 || 0 0 0 ||
066b 5d06 || 0 1 1 || 0 1 1 ||
0799 a4ee || 0 0 1 || 0 0 1 ||
03b8 435f || 0 1 1 || 0 1 1 ||
71f7 37af || 0 0 0 || 0 0 0 ||
fcdb d57d || 0 0 0 || 0 0 0 ||
2119 2ba1 || 0 1 1 || 0 1 1 ||
f51a cad8 || 0 0 0 || 0 0 0 ||
005e bf74 || 0 0 1 || 0 0 1 ||
4a2e a154 || 0 0 1 || 0 0 1 ||
8faa f999 || 0 1 1 || 0 1 1 ||
53cf f7dd || 0 0 1 || 0 0 1 ||
9c63 feba || 0 1 1 || 0 1 1 ||
5b2b d79a || 0 0 1 || 0 0 1 ||
934c b3e9 || 0 1 1 || 0 1 1 ||
d0d7 fa06 || 0 1 1 || 0 1 1 ||
f4e0 3674 || 0 1 0 || 0 1 0 ||
4b51 c77e || 0 0 1 || 0 0 1 ||
213f 56d0 || 0 1 1 || 0 1 1 ||
da00 0a1f || 0 1 0 || 0 1 0 ||
55c7 4360 || 0 0 0 || 0 0 0 ||
27a6 379c || 0 1 1 || 0 1 1 ||
e251 7112 || 0 1 0 || 0 1 0 ||
1cd1 c1c2 || 0 0 1 || 0 0 1 ||
06cd 6cde || 0 1 1 || 0 1 1 ||
06d6 4acb || 0 1 1 || 0 1 1 ||
3caa 88eb || 0 0 1 || 0 0 1 ||
ad2a 67e3 || 0 1 0 || 0 1 0 ||
4fdf 01ce || 0 0 0 || 0 0 0 ||
181a 5ef5 || 0 1 1 || 0 1 1 ||
7d4d 618e || 0 0 0 || 0 0 0 ||
e684 a10c || 0 0 0 || 0 0 0 ||
0d0b 3dd1 || 0 1 1 || 0 1 1 ||
2f39 449a || 0 1 1 || 0 1 1 ||
0ce3 649d || 0 1 1 || 0 1 1 ||
3e97 9b29 || 0 0 1 || 0 0 1 ||
5626 5524 || 0 0 0 || 0 0 0 ||
68f3 691f || 0 1 1 || 0 1 1 ||
8483 f67b || 0 1 1 || 0 1 1 ||
0632 19e9 || 0 1 1 || 0 1 1 ||
3ea9 8550 || 0 0 1 || 0 0 1 ||
b93a 2adb || 0 1 0 || 0 1 0 ||
c250 e555 || 0 1 1 || 0 1 1 ||
7e53 7a08 || 0 0 0 || 0 0 0 ||
8d73 2362 || 0 1 0 || 0 1 0 ||
8ca7 dc66 || 0 1 1 || 0 1 1 ||
4bfe 99c6 || 0 0 1 || 0 0 1 ||
30c0 c845 || 0 0 1 || 0 0 1 ||
683f ddbc || 0 0 1 || 0 0 1 ||
8829 b2f6 || 0 1 1 || 0 1 1 ||
900e 48e3 || 0 1 0 || 0 1 0 ||
bb2c e7b8 || 0 1 1 || 0 1 1 ||
8508 4c48 || 0 1 0 || 0 1 0 ||
0bf8 0248 || 0 0 0 || 0 0 0 ||
807c 89e2 || 0 1 1 || 0 1 1 ||
d938 8f6c || 0 0 0 || 0 0 0 ||
a823 da02 || 0 1 1 || 0 1 1 ||
0428 efca || 0 0 1 || 0 0 1 ||
537e 8c04 || 0 0 1 || 0 0 1 ||
83d7 7bb8 || 0 1 0 || 0 1 0 ||
92fd fb5f || 0 1 1 || 0 1 1 ||
3fd0 1572 || 0 0 0 || 0 0 0 ||
fe3a 36cb || 0 1 0 || 0 1 0 ||
4799 e1e2 || 0 0 1 || 0 0 1 ||
ed1d cda5 || 0 0 0 || 0 0 0 ||
ba3b c9a2 || 0 1 1 || 0 1 1 ||
e96d a13a || 0 0 0 || 0 0 0 ||
1c2d 4b50 || 0 1 1 || 0 1 1 ||
1e58 b3b1 || 0 0 1 || 0 0 1 ||
7adc 2a5b || 0 0 0 || 0 0 0 ||
fc90 569a || 0 1 0 || 0 1 0 ||
d520 c033 || 0 0 0 || 0 0 0 ||
e694 e3e0 || 0 0 0 || 0 0 0 ||
1a49 ee73 || 0 0 1 || 0 0 1 ||
c9f0 55ac || 0 1 0 || 0 1 0 ||
6c8c 58d6 || 0 0 0 || 0 0 0 ||
ba15 25e2 || 0 1 0 || 0 1 0 ||
d074 0193 || 0 1 0 || 0 1 0 ||
e98a ed9e || 0 1 1 || 0 1 1 ||
e73d 673f || 0 1 0 || 0 1 0 ||
5468 7693 || 0 1 1 || 0 1 1 ||
9414 8080 || 0 0 0 || 0 0 0 ||
6d6d de74 || 0 0 1 || 0 0 1 ||
eb70 419c || 0 1 0 || 0 1 0 ||
03e9 46b7 || 0 1 1 || 0 1 1 ||
4865 d5cc || 0 0 1 || 0 0 1 ||
9ba3 3f88 || 0 1 0 || 0 1 0 ||
ca8f f3a8 || 0 1 1 || 0 1 1 ||
ffe4 2d82 || 0 1 0 || 0 1 0 ||
6788 ccd1 || 0 0 1 || 0 0 1 ||
00b3 3a47 || 0 1 1 || 0 1 1 ||
3a73 dba6 || 0 0 1 || 0 0 1 ||
c3bc 2a81 || 0 1 0 || 0 1 0 ||
4d1e 4d51 || 0 1 1 || 0 1 1 ||
9b3c f4e6 || 0 1 1 || 0 1 1 ||
b109 634d || 0 1 0 || 0 1 0 ||
7753 d249 || 0 0 1 || 0 0 1 ||
865a 095e || 0 1 0 || 0 1 0 ||
434d 57ff || 0 1 1 || 0 1 1 ||
5223 e6c9 || 0 0 1 || 0 0 1 ||
9be7 aee6 || 0 1 1 || 0 1 1 ||
ef32 e497 || 0 0 0 || 0 0 0 ||
fe42 53ba || 0 1 0 || 0 1 0 ||
9015 5b3a || 0 1 0 || 0 1 0 ||
d8f2 0cfd || 0 1 0 || 0 1 0 ||
d1b7 204a || 0 1 0 || 0 1 0 ||
9d08 5e09 || 0 1 0 || 0 1 0 ||
55b0 86a8 || 0 0 1 || 0 0 1 ||
a477 8975 || 0 0 0 || 0 0 0 ||
95cf 84d6 || 0 0 0 || 0 0 0 ||
24cc c3c1 || 0 0 1 || 0 0 1 ||
47b7 1f76 || 0 0 0 || 0 0 0 ||
ff3c c76c || 0 0 0 || 0 0 0 ||
f0e1 1bf1 || 0 1 0 || 0 1 0 ||
c41a 5805 || 0 1 0 || 0 1 0 ||
2493 1dc8 || 0 0 0 || 0 0 0 ||
8f97 3bb8 || 0 1 0 || 0 1 0 ||
d47c 7b53 || 0 1 0 || 0 1 0 ||
bb12 0c53 || 0 1 0 || 0 1 0 ||
7028 604a || 0 0 0 || 0 0 0 ||
7539 80c0 || 0 0 1 || 0 0 1 ||
4c2e db8d || 0 0 1 || 0 0 1 ||
9afd 9ac6 || 0 0 0 || 0 0 0 ||
261f d5e8 || 0 0 1 || 0 0 1 ||
691a 5a25 || 0 0 0 || 0 0 0 ||
f0ff 61e8 || 0 1 0 || 0 1 0 ||
825d 97f7 || 0 1 1 || 0 1 1 ||
cc16 3ec8 || 0 1 0 || 0 1 0 ||
1218 f2c0 || 0 0 1 || 0 0 1 ||
327a 821f || 0 0 1 || 0 0 1 ||
a6b6 cf37 || 0 1 1 || 0 1 1 ||
65ff 37c0 || 0 0 0 || 0 0 0 ||
b2ed 1da1 || 0 1 0 || 0 1 0 ||
3309 fada || 0 0 1 || 0 0 1 ||
992b f408 || 0 1 1 || 0 1 1 ||
3fd2 12f8 || 0 0 0 || 0 0 0 ||
05ff 4e32 || 0 1 1 || 0 1 1 ||
2cfd 2358 || 0 0 0 || 0 0 0 ||
4c7e 768a || 0 1 1 || 0 1 1 ||
9cce d6ed || 0 1 1 || 0 1 1 ||
2b73 41b9 || 0 1 1 || 0 1 1 ||
dc45 fda8 || 0 1 1 || 0 1 1 ||
1ea2 28c3 || 0 1 1 || 0 1 1 ||
a9c3 e67e || 0 1 1 || 0 1 1 ||
b0ac f237 || 0 1 1 || 0 1 1 ||
3420 87a3 || 0 0 1 || 0 0 1 ||
cbb9 e6d5 || 0 1 1 || 0 1 1 ||
bb96 27f5 || 0 1 0 || 0 1 0 ||
e79f 683c || 0 1 0 || 0 1 0 ||
c4e2 4e4a || 0 1 0 || 0 1 0 ||
20b2 dd96 || 0 0 1 || 0 0 1 ||
bed9 e44b || 0 1 1 || 0 1 1 ||
a340 1320 || 0 1 0 || 0 1 0 ||
6f8e 441a || 0 0 0 || 0 0 0 ||
e870 e9a2 || 0 1 1 || 0 1 1 ||
8720 e50c || 0 1 1 || 0 1 1 ||
1f66 36fc || 0 1 1 || 0 1 1 ||
3166 5bf5 || 0 1 1 || 0 1 1 ||
ee88 e5e1 || 0 0 0 || 0 0 0 ||
c6fa fe71 || 0 1 1 || 0 1 1 ||
a79d a0dd || 0 0 0 || 0 0 0 ||
38de e9eb || 0 0 1 || 0 0 1 ||
c1b6 d598 || 0 1 1 || 0 1 1 ||
8638 c71e || 0 1 1 || 0 1 1 ||
bed1 f4b0 || 0 1 1 || 0 1 1 ||
9982 a785 || 0 1 1 || 0 1 1 ||
5ac8 3004 || 0 0 0 || 0 0 0 ||
cc0e f04b || 0 1 1 || 0 1 1 ||
4f81 c111 || 0 0 1 || 0 0 1 ||
b828 a3b7 || 0 0 0 || 0 0 0 ||
e82f 2b0f || 0 1 0 || 0 1 0 ||
ff0a bfd4 || 0 0 0 || 0 0 0 ||
95b3 a166 || 0 1 1 || 0 1 1 ||
096a b325 || 0 0 1 || 0 0 1 ||
4036 27f2 || 0 0 0 || 0 0 0 ||
b22f 5bcb || 0 1 0 || 0 1 0 ||
6da7 410a || 0 0 0 || 0 0 0 ||
bd37 1287 || 0 1 0 || 0 1 0 ||
ae60 7d41 || 0 1 0 || 0 1 0 ||
9ce7 2bb5 || 0 1 0 || 0 1 0 ||
f644 49ef || 0 1 0 || 0 1 0 ||
f199 1284 || 0 1 0 || 0 1 0 ||
f1c7 8616 || 0 0 0 || 0 0 0 ||
31f7 428f || 0 1 1 || 0 1 1 ||
c8b0 d0ca || 0 1 1 || 0 1 1 ||
ecab 1769 || 0 1 0 || 0 1 0 ||
efe0 da72 || 0 0 0 || 0 0 0 ||
b4a9 2ab7 || 0 1 0 || 0 1 0 ||
87ee 247c || 0 1 0 || 0 1 0 ||
941c b3ff || 0 1 1 || 0 1 1 ||
c93d cbae || 0 1 1 || 0 1 1 ||
c8cd 1624 || 0 1 0 || 0 1 0 ||
48cf 5275 || 0 1 1 || 0 1 1 ||
2822 335f || 0 1 1 || 0 1 1 ||
1a52 b471 || 0 0 1 || 0 0 1 ||
88c8 a450 || 0 1 1 || 0 1 1 ||
a38c 172a || 0 1 0 || 0 1 0 ||
5da6 57fb || 0 0 0 || 0 0 0 ||
af71 001f || 0 1 0 || 0 1 0 ||
b3f8 98c9 || 0 0 0 || 0 0 0 ||
d0df b5d2 || 0 0 0 || 0 0 0 ||
2ab7 cc05 || 0 0 1 || 0 0 1 ||
1578 6872 || 0 1 1 || 0 1 1 ||
0a79 bf34 || 0 0 1 || 0 0 1 ||
e96e 9c88 || 0 0 0 || 0 0 0 ||
4495 8fba || 0 0 1 || 0 0 1 ||
121b a8a2 || 0 0 1 || 0 0 1 ||
6182 5da7 || 0 0 0 || 0 0 0 ||
4343 ba18 || 0 0 1 || 0 0 1 ||
a83d 73d4 || 0 1 0 || 0 1 0 ||
7dab f980 || 0 0 1 || 0 0 1 ||
dd7d c6fb || 0 0 0 || 0 0 0 ||
b517 0f8b || 0 1 0 || 0 1 0 ||
0ec7 f3b4 || 0 0 1 || 0 0 1 ||
bdc5 458a || 0 1 0 || 0 1 0 ||
4026 2bdd || 0 0 0 || 0 0 0 ||
dc4a ce34 || 0 0 0 || 0 0 0 ||
3743 8fff || 0 0 1 || 0 0 1 ||
348a 009d || 0 0 0 || 0 0 0 ||
b87a adf4 || 0 0 0 || 0 0 0 ||
b2a4 6fcd || 0 1 0 || 0 1 0 ||
5ca8 b90e || 0 0 1 || 0 0 1 ||
0e56 c980 || 0 0 1 || 0 0 1 ||
2edd e988 || 0 0 1 || 0 0 1 ||
f8c6 f9c1 || 0 1 1 || 0 1 1 ||
7a20 2223 || 0 0 0 || 0 0 0 ||
ec63 e328 || 0 0 0 || 0 0 0 ||
01a6 1ee9 || 0 1 1 || 0 1 1 ||
d2aa e982 || 0 1 1 || 0 1 1 ||
a460 4d44 || 0 1 0 || 0 1 0 ||
27e0 c8be || 0 0 1 || 0 0 1 ||
ccff 163c || 0 1 0 || 0 1 0 ||
169e 1c04 || 0 1 1 || 0 1 1 ||
5160 2b18 || 0 0 0 || 0 0 0 ||
d029 7b0f || 0 1 0 || 0 1 0 ||
159c 605a || 0 1 1 || 0 1 1 ||
6634 2048 || 0 0 0 || 0 0 0 ||
6364 5c33 || 0 0 0 || 0 0 0 ||
be4c 4d75 || 0 1 0 || 0 1 0 ||
d571 262d || 0 1 0 || 0 1 0 ||
4dcf 7712 || 0 1 1 || 0 1 1 ||
6f6f 3c31 || 0 0 0 || 0 0 0 ||
8f52 dcb2 || 0 1 1 || 0 1 1 ||
d992 74ae || 0 1 0 || 0 1 0 ||
1510 fd57 || 0 0 1 || 0 0 1 ||
8420 fe3a || 0 1 1 || 0 1 1 ||
17a8 f698 || 0 0 1 || 0 0 1 ||
0cb8 1aed || 0 1 1 || 0 1 1 ||
ea26 dfaa || 0 0 0 || 0 0 0 ||
99e6 ac9f || 0 1 1 || 0 1 1 ||
856a d2d7 || 0 1 1 || 0 1 1 ||
f157 7a93 || 0 1 0 || 0 1 0 ||
62c3 2996 || 0 0 0 || 0 0 0 ||
3250 c18d || 0 0 1 || 0 0 1 ||
6033 5ca2 || 0 0 0 || 0 0 0 ||
1cda 4744 || 0 1 1 || 0 1 1 ||
6d68 d209 || 0 0 1 || 0 0 1 ||
db30 a2b9 || 0 0 0 || 0 0 0 ||
15a6 049c || 0 0 0 || 0 0 0 ||
d36f 2bdc || 0 1 0 || 0 1 0 ||
afca c079 || 0 1 1 || 0 1 1 ||
2c0e 55c1 || 0 1 1 || 0 1 1 ||
c5c2 36ba || 0 1 0 || 0 1 0 ||
e531 544d || 0 1 0 || 0 1 0 ||
0e76 0c89 || 0 0 0 || 0 0 0 ||
deef 2dca || 0 1 0 || 0 1 0 ||
0006 4c3e || 0 1 1 || 0 1 1 ||
82f9 bb3f || 0 1 1 || 0 1 1 ||
3cf4 7b2c || 0 1 1 || 0 1 1 ||
49fc 328f || 0 0 0 || 0 0 0 ||
dcfb cd28 || 0 0 0 || 0 0 0 ||
e31d ddc4 || 0 0 0 || 0 0 0 ||
3fbe 924f || 0 0 1 || 0 0 1 ||
7106 86dd || 0 0 1 || 0 0 1 ||
9a41 2952 || 0 1 0 || 0 1 0 ||
3018 44d4 || 0 1 1 || 0 1 1 ||
67c0 8153 || 0 0 1 || 0 0 1 ||
d9eb 1ef7 || 0 1 0 || 0 1 0 ||
10b8 661e || 0 1 1 || 0 1 1 ||
625b 87bb || 0 0 1 || 0 0 1 ||
3c82 2fc5 || 0 0 0 || 0 0 0 ||
d3b3 bbfc || 0 0 0 || 0 0 0 ||
525f 30bb || 0 0 0 || 0 0 0 ||
32c4 19df || 0 0 0 || 0 0 0 ||
0edd 180b || 0 1 1 || 0 1 1 ||
c603 1795 || 0 1 0 || 0 1 0 ||
d51d 6244 || 0 1 0 || 0 1 0 ||
6dc2 f22c || 0 0 1 || 0 0 1 ||
341b 002d || 0 0 0 || 0 0 0 ||
34b8 2378 || 0 0 0 || 0 0 0 ||
da23 de78 || 0 1 1 || 0 1 1 ||
6a2f 03c5 || 0 0 0 || 0 0 0 ||
d66b 4e19 || 0 1 0 || 0 1 0 ||
3c67 ff44 || 0 0 1 || 0 0 1 ||
129b 2350 || 0 1 1 || 0 1 1 ||
632e 682f || 0 1 1 || 0 1 1 ||
6d55 4c89 || 0 0 0 || 0 0 0 ||
7852 1ef7 || 0 0 0 || 0 0 0 ||
1aab 4b60 || 0 1 1 || 0 1 1 ||
c80e ee67 || 0 1 1 || 0 1 1 ||
a349 b09b || 0 1 1 || 0 1 1 ||
a907 10b2 || 0 1 0 || 0 1 0 ||
0d7a 1a83 || 0 1 1 || 0 1 1 ||
629d 2603 || 0 0 0 || 0 0 0 ||
b3ab 1fc4 || 0 1 0 || 0 1 0 ||
d400 4eb0 || 0 1 0 || 0 1 0 ||
da58 d44b || 0 0 0 || 0 0 0 ||
61a3 aff5 || 0 0 1 || 0 0 1 ||
053e 6a00 || 0 1 1 || 0 1 1 ||
4ee4 34eb || 0 0 0 || 0 0 0 ||
b02b e089 || 0 1 1 || 0 1 1 ||
28c1 dcbc || 0 0 1 || 0 0 1 ||
2665 654b || 0 1 1 || 0 1 1 ||
7f21 464e || 0 0 0 || 0 0 0 ||
2e9e 15ab || 0 0 0 || 0 0 0 ||
772f 6394 || 0 0 0 || 0 0 0 ||
f991 56e1 || 0 1 0 || 0 1 0 ||
2743 0587 || 0 0 0 || 0 0 0 ||
acbf 13a2 || 0 1 0 || 0 1 0 ||
05f6 624f || 0 1 1 || 0 1 1 ||
95e4 f360 || 0 1 1 || 0 1 1 ||
6532 bb8d || 0 0 1 || 0 0 1 ||
a188 e508 || 0 1 1 || 0 1 1 ||
6b25 d61b || 0 0 1 || 0 0 1 ||
1e0f af26 || 0 0 1 || 0 0 1 ||
d1de 5137 || 0 1 0 || 0 1 0 ||
1df2 f956 || 0 0 1 || 0 0 1 ||
2ce0 d41f || 0 0 1 || 0 0 1 ||
be11 ebee || 0 1 1 || 0 1 1 ||
3f68 30e8 || 0 0 0 || 0 0 0 ||
d1a3 5d3c || 0 1 0 || 0 1 0 ||
010e ff1b || 0 0 1 || 0 0 1 ||
f6bf d07e || 0 0 0 || 0 0 0 ||
aec9 e16a || 0 1 1 || 0 1 1 ||
b7e2 a5ae || 0 0 0 || 0 0 0 ||
9d44 39c3 || 0 1 0 || 0 1 0 ||
9412 a43c || 0 1 1 || 0 1 1 ||
1d78 0e62 || 0 0 0 || 0 0 0 ||
089d fea2 || 0 0 1 || 0 0 1 ||
db64 a1ff || 0 0 0 || 0 0 0 ||
93b6 8a5d || 0 0 0 || 0 0 0 ||
6b9f 3d3a || 0 0 0 || 0 0 0 ||
281d 7b5e || 0 1 1 || 0 1 1 ||
0f76 8640 || 0 0 1 || 0 0 1 ||
caf5 9815 || 0 0 0 || 0 0 0 ||
4238 0e15 || 0 0 0 || 0 0 0 ||
9069 0ad6 || 0 1 0 || 0 1 0 ||
5ccc 8c29 || 0 0 1 || 0 0 1 ||
c170 6b6c || 0 1 0 || 0 1 0 ||
6a3e 292c || 0 0 0 || 0 0 0 ||
27be e800 || 0 0 1 || 0 0 1 ||
8cde b589 || 0 1 1 || 0 1 1 ||
e452 f64b || 0 1 1 || 0 1 1 ||
64e6 ca20 || 0 0 1 || 0 0 1 ||
09db db76 || 0 0 1 || 0 0 1 ||
2bf9 709d || 0 1 1 || 0 1 1 ||
8328 ed59 || 0 1 1 || 0 1 1 ||
13e0 cf9e || 0 0 1 || 0 0 1 ||
790a 9443 || 0 0 1 || 0 0 1 ||
b3e7 5ac6 || 0 1 0 || 0 1 0 ||
a306 bdb2 || 0 1 1 || 0 1 1 ||
7123 9519 || 0 0 1 || 0 0 1 ||
ae0e cb8b || 0 1 1 || 0 1 1 ||
e5d3 1cd8 || 0 1 0 || 0 1 0 ||
