a836f4911b9790a9 5abc70a24a81959b || 0 1 0 || 0 1 0 ||
30f22a7e12dbfb5f b3bc251e44b76fc6 || 0 0 1 || 0 0 1 ||
ead77d85aedccbf1 718655a935850499 || 0 1 0 || 0 1 0 ||
2f0816baee1933c7 7fcf8b72527cf23a || 0 1 1 || 0 1 1 ||
0ef6cf63e0841a28 3f1b82f8a418ef02 || 0 1 1 || 0 1 1 ||
61f4115a55427493 86253348b2928510 || 0 0 1 || 0 0 1 ||
45c4ea4a935fd0ab bf4f7ed2bae3fcad || 0 0 1 || 0 0 1 ||
a83d4e10f7b5d8fe bcad1b924b420a4d || 0 1 1 || 0 1 1 ||
c9cff4c10e00f95a 698cdb10a6782c30 || 0 1 0 || 0 1 0 ||
fccff2203e32d52d 2c756eda0180728f || 0 1 0 || 0 1 0 ||
ce0df4104ed4bf19 795e797239598408 || 0 1 0 || 0 1 0 ||
bb43e5316f06a296 498e2e9470d4d4f4 || 0 1 0 || 0 1 0 ||
cf674b31deeb7fb1 86f726f341a0a935 || 0 0 0 || 0 0 0 ||
a58598e143e3605a 1546ce75c058c4eb || 0 1 0 || 0 1 0 ||
e822dda842a3d75a 2988833175a29ac1 || 0 1 0 || 0 1 0 ||
6c85e02c251a0f0d 72390a182d516f64 || 0 1 1 || 0 1 1 ||
caa84e0ff0c3d723 62a2b7f1740e2391 || 0 1 0 || 0 1 0 ||
8837b9d35f36f39c f6a3089ed2fbbabc || 0 1 1 || 0 1 1 ||
7b4a2c7b1eed9fa3 d09a130d2844b25f || 0 0 1 || 0 0 1 ||
2e637bed825d17f3 2d3ff35522540d0b || 0 0 0 || 0 0 0 ||
59ca7e4469590343 dfeac16d238c157d || 0 0 1 || 0 0 1 ||
aacd430ac268cd22 4c02f13552f70bf3 || 0 1 0 || 0 1 0 ||
aa960fa3b730b0a3 a6671a7fa5c50a69 || 0 0 0 || 0 0 0 ||
e785ddb6dcc91560 ed4e2e7bcd4d3e1e || 0 1 1 || 0 1 1 ||
4a96c2e751bf4f2a 0976aa2c745c778a || 0 0 0 || 0 0 0 ||
4f1aa704be548489 88be82728d0b6c69 || 0 0 1 || 0 0 1 ||
4d0b91af63e280d4 c6c8e3cfba892a96 || 0 0 1 || 0 0 1 ||
90a3cd314275b469 1668a0c22953dbb4 || 0 1 0 || 0 1 0 ||
1eed5e3226f12dad 3e16dbf41f8fcfa9 || 0 1 1 || 0 1 1 ||
4d0bb1cecebac5bb 3848556f8b0491ca || 0 0 0 || 0 0 0 ||
2af8628b66e8a0df 089150ddb76bfbbb || 0 0 0 || 0 0 0 ||
132618792517fa86 46fe6755248590ee || 0 1 1 || 0 1 1 ||
98fb7c90b192f318 3f2bacbc6471239d || 0 1 0 || 0 1 0 ||
91bb73ccc03b5223 d91a627b8b0b5b44 || 0 1 1 || 0 1 1 ||
e43ab2e0ab3ef3b4 2ebe12d7baf02407 || 0 1 0 || 0 1 0 ||
c455602c50d55217 57ee4026f0985e85 || 0 1 0 || 0 1 0 ||
4ddf18ac2aa65a90 bf6bafccbca5d9c5 || 0 0 1 || 0 0 1 ||
380e421418a460af 102253ba8cdc112c || 0 0 0 || 0 0 0 ||
02b4f241e20a170c 3c07b049b1d1913d || 0 1 1 || 0 1 1 ||
3066f4bb5864a440 6cf6936286dfbc1a || 0 1 1 || 0 1 1 ||
1c2792032c877013 04dde1d88a262c83 || 0 0 0 || 0 0 0 ||
0d6cc9a5084c684e 985b71da3cdb429e || 0 0 1 || 0 0 1 ||
3f25f5f295845f09 868fd0a2994e681b || 0 0 1 || 0 0 1 ||
abee7fc2063ede68 9cd0468497a7e030 || 0 0 0 || 0 0 0 ||
f13f781801ce16a3 d70ae4dd075bde16 || 0 0 0 || 0 0 0 ||
a0a4091129099edb 646b7fbc17f378eb || 0 1 0 || 0 1 0 ||
d941f47a4e93cf33 f88c1466d7b06412 || 0 1 1 || 0 1 1 ||
e03b3a71b2a0eb7b acefd66152bf5445 || 0 0 0 || 0 0 0 ||
4c6fe6b231b16976 9c531942cecb990a || 0 0 1 || 0 0 1 ||
7fddb17c3110ef5c ee5259d274e5809d || 0 0 1 || 0 0 1 ||
886b17e4bddfacea 42da3e519c46408f || 0 1 0 || 0 1 0 ||
2ea362ca05ccaeeb 96ae2818523397f3 || 0 0 1 || 0 0 1 ||
5af28175b5805349 394a0ef2c7142e1e || 0 0 0 || 0 0 0 ||
3cc5715594d498c9 a9616ddcdecb25ad || 0 0 1 || 0 0 1 ||
b66e3a2e308e7412 053eaa794ac8cdc1 || 0 1 0 || 0 1 0 ||
8397821af6813794 455040c662fdd515 || 0 1 0 || 0 1 0 ||
0fab662fefe407ce 2034ceec9ef38d4b || 0 1 1 || 0 1 1 ||
efa3fb945226428f b94c64928b4c16ce || 0 0 0 || 0 0 0 ||
ccfde03b172d2fbc 5988df4180868d2c || 0 1 0 || 0 1 0 ||
ebf2f33252fa1783 a89730fa30617691 || 0 0 0 || 0 0 0 ||
62b5305102eecbf2 5e434c9d99ef6e84 || 0 0 0 || 0 0 0 ||
34eeec39933821a4 4300e1cbdf206927 || 0 1 1 || 0 1 1 ||
de46bf7d1ba8275a 0376f36e54297376 || 0 1 0 || 0 1 0 ||
07b9ad5416d442ac 87ec7a51b1bdc7a3 || 0 0 1 || 0 0 1 ||
a1d715b8be26dc98 11489dad50844687 || 0 1 0 || 0 1 0 ||
99b2f9588fc04ede c2ee1da84de77ef3 || 0 1 1 || 0 1 1 ||
c1c873d5440cc10c 0584965a580d33fc || 0 1 0 || 0 1 0 ||
525964ddc9075c68 eaf5a9d606161954 || 0 0 1 || 0 0 1 ||
68c23ad949c6c365 6ee0031a98d27711 || 0 1 1 || 0 1 1 ||
6025aa987fbdb214 5ed18f37ff656e74 || 0 0 0 || 0 0 0 ||
34ffdfd843fcc00e 7358d7bcfb98ca27 || 0 1 1 || 0 1 1 ||
c6d52953b6632336 9e6373ee6639780f || 0 0 0 || 0 0 0 ||
d82ecc17a827db1a 667cc95922b4c402 || 0 1 0 || 0 1 0 ||
b908b76db9b3f318 0048ae0e179847d0 || 0 1 0 || 0 1 0 ||
c30b87bfc49f9035 f0ca0c68187360ae || 0 1 1 || 0 1 1 ||
1f4331289bcaf800 bf0bfff5f3f7170e || 0 0 1 || 0 0 1 ||
8cfabf58c454aa70 6375785c86d36a3f || 0 1 0 || 0 1 0 ||
cc2d46eabe4320de e9a0379ef1838265 || 0 1 1 || 0 1 1 ||
369dacbd85fea1a7 b4c35395f2c13b9f || 0 0 1 || 0 0 1 ||
27334ca62db45556 30ec5a014d8fd52c || 0 1 1 || 0 1 1 ||
55292b6f79507853 3f90c92f48f232a4 || 0 0 0 || 0 0 0 ||
78333e1ac64cfa7e 584655d5943a0bae || 0 0 0 || 0 0 0 ||
45b6e32b04a6842b f253ddf689930406 || 0 0 1 || 0 0 1 ||
47ee392dbfb0e768 6fae088cbbd524cf || 0 1 1 || 0 1 1 ||
28934246eb310460 9c5966e866f9a4c5 || 0 0 1 || 0 0 1 ||
bf66decaaa54ca0b 7ddc317ab1c3b632 || 0 1 0 || 0 1 0 ||
1c2f039a6bec137d fa922c5684ee9d26 || 0 0 1 || 0 0 1 ||
f729566663cbc1d0 02503b718bc22844 || 0 1 0 || 0 1 0 ||
1e2dfba664f0ec32 468166c631f29466 || 0 1 1 || 0 1 1 ||
6f50d7d08262c22c a34efe6d8012df3b || 0 0 1 || 0 0 1 ||
7c8c6976b08b8656 d3c7993aa54dd4cb || 0 0 1 || 0 0 1 ||
42b9ae1e8862c6a1 6d240e895e6b4167 || 0 1 1 || 0 1 1 ||
7840425b87aae23c 8c6c68a28baf6b9b || 0 0 1 || 0 0 1 ||
db2239e35bd936f9 bd5259c923f0b36b || 0 0 0 || 0 0 0 ||
a82eb7c843a1ef34 f26a69544c8b95c9 || 0 1 1 || 0 1 1 ||
1578bf6c4e0bad19 b5f16dbc7272eba3 || 0 0 1 || 0 0 1 ||
a4f62afaf042c520 03ef880622b6b8f9 || 0 1 0 || 0 1 0 ||
4bdb19cb62cc3c80 b10a1dc2542f2f4c || 0 0 1 || 0 0 1 ||
eb12765c4c095ed9 1618b070ea4c40a5 || 0 1 0 || 0 1 0 ||
a72497370d24864f 89d98770c78b9e7c || 0 0 0 || 0 0 0 ||
afae53c095d250f1 e37dbe0269b6d3d2 || 0 1 1 || 0 1 1 ||
1d6f275422818346 b5d469d9ef8b9f03 || 0 0 1 || 0 0 1 ||
5b51a8ba54512381 6b75028bcfe31ea5 || 0 1 1 || 0 1 1 ||
9f43a8e9e6d419e0 7d2777017d9c1aee || 0 1 0 || 0 1 0 ||
ea7017cdd3f45861 3c32550de8dd1045 || 0 1 0 || 0 1 0 ||
e6c982281ac4d859 ed34a6171c74df60 || 0 1 1 || 0 1 1 ||
df8c1208ad62cb68 6a4ec7b8d4653aef || 0 1 0 || 0 1 0 ||
0941c58f46fcc26a a6900eb2247a7332 || 0 0 1 || 0 0 1 ||
a7c873467fd8b78f 2cb314a14c61a1a0 || 0 1 0 || 0 1 0 ||
32438d6063c0bd33 79937d83b49a0d4e || 0 1 1 || 0 1 1 ||
32f5fc0c4353c27c aace3250b878d3f3 || 0 0 1 || 0 0 1 ||
93f6fd7aeaa267d3 3dc02144e2ee666e || 0 1 0 || 0 1 0 ||
5ab7187b8a4eba49 462b35f23deffc01 || 0 0 0 || 0 0 0 ||
1dc082510d954f06 dc378d4dafe7c19d || 0 0 1 || 0 0 1 ||
55c84eb469f592c4 b977bb442705d165 || 0 0 1 || 0 0 1 ||
f67a12e9efea94b3 ba08f707c5373c7e || 0 0 0 || 0 0 0 ||
bbedc852634d54fb d7c1c214393bde86 || 0 1 1 || 0 1 1 ||
b3958e7b2f6082cb a2ce55239025d911 || 0 0 0 || 0 0 0 ||
3922ee886a1a8248 bbf31d6281058023 || 0 0 1 || 0 0 1 ||
8cf5953774efe4d4 07ccc1c90f2d61d1 || 0 1 0 || 0 1 0 ||
6364ba56103a8eb9 743e4c2801b71c43 || 0 1 1 || 0 1 1 ||
e0aaa645ba05902f 4785041205085fce || 0 1 0 || 0 1 0 ||
a37c572bdb770d7a 20c7c4f74b52b023 || 0 1 0 || 0 1 0 ||
9686b4fff8d4b2d3 59e27e60210bd56a || 0 1 0 || 0 1 0 ||
57abd4378e89f0bb 61dbc4cace4cb2c0 || 0 1 1 || 0 1 1 ||
88682fe72a4a2629 606d94fe8b2ef4a2 || 0 1 0 || 0 1 0 ||
d2ca9441242a2868 0a0840276e785c67 || 0 1 0 || 0 1 0 ||
a3136f7b52740326 b9b59150d5e6f0f7 || 0 1 1 || 0 1 1 ||
e3879565f7e42ccd 6948ebd82b31ed37 || 0 1 0 || 0 1 0 ||
ac62d2a694f45851 dfcc93805d3cb899 || 0 1 1 || 0 1 1 ||
1d683a21cf766272 2b10e2419199cc5f || 0 1 1 || 0 1 1 ||
b37b295a6b85f8e8 bf43c91cbf89570c || 0 1 1 || 0 1 1 ||
a2fe7b7b9d6f7a72 3f8139c0d3f1809f || 0 1 0 || 0 1 0 ||
2843d24fb98ffb90 dfadcb4b7be7eb8d || 0 0 1 || 0 0 1 ||
1084d00a2e533ca3 7803b09e4ea97fb0 || 0 1 1 || 0 1 1 ||
8d28c208408ada5a 618ba0b74bd66fcd || 0 1 0 || 0 1 0 ||
d340b7e3bc3383bd 1c3361ba7bf06420 || 0 1 0 || 0 1 0 ||
a25942546d5329fe 2b13a506ffb58068 || 0 1 0 || 0 1 0 ||
aa4202c6da194441 67155641ce16f2aa || 0 1 0 || 0 1 0 ||
cdd233e13c5cfab5 7ae2370e2aa0dbf7 || 0 1 0 || 0 1 0 ||
00c84eb1b8395649 c113a7584e76cdcb || 0 0 1 || 0 0 1 ||
0e15e095caabf186 6e6025efb7a33cbd || 0 1 1 || 0 1 1 ||
4eb7ed69f60a950e f360d7ad55e5a7b7 || 0 0 1 || 0 0 1 ||
f1e8cfd51fe80886 784191b843e7e989 || 0 1 0 || 0 1 0 ||
db14c063466f570c 62dab56ac5f31b5a || 0 1 0 || 0 1 0 ||
c9a2cf18302fcb9d e9a12848df233d4f || 0 1 1 || 0 1 1 ||
fb3ffa5ce6b63b43 f4fc6615491bb298 || 0 0 0 || 0 0 0 ||
fc27d63d798ba2f4 40e01a154a3f6aeb || 0 1 0 || 0 1 0 ||
4129267b908b9f3e 9b6b65d6435ffac0 || 0 0 1 || 0 0 1 ||
5715303add3242a9 69ed0374c176d41d || 0 1 1 || 0 1 1 ||
66391c7b978faac8 0f0897ac7752b3b4 || 0 0 0 || 0 0 0 ||
89432e09d421ba9c de50d605d9a123cf || 0 1 1 || 0 1 1 ||
f9f016bd4dda088f 6877b91abba6d1cc || 0 1 0 || 0 1 0 ||
0f54fc4fbe4da60f 278310ca538b7d01 || 0 1 1 || 0 1 1 ||
33f230df11a16cd9 2fb9d41a30e9bb00 || 0 0 0 || 0 0 0 ||
bebba8b85ba6a9c8 f3d71ec71867569c || 0 1 1 || 0 1 1 ||
5679b9e0f54709c9 d5e45b6ea8227ac0 || 0 0 1 || 0 0 1 ||
2042aea131332deb 1a66d179bc2d2aa0 || 0 0 0 || 0 0 0 ||
c36c068eca4b7384 5a0095a389bfefd1 || 0 1 0 || 0 1 0 ||
d83cc05fff713cd8 549dffdf6843fb70 || 0 1 0 || 0 1 0 ||
96c9936d76787816 a184c4be4c156913 || 0 1 1 || 0 1 1 ||
c1d887cee98111a9 e975f6caa8fb42ae || 0 1 1 || 0 1 1 ||
5ab6e995119330b1 a1e8351e6b1b19c5 || 0 0 1 || 0 0 1 ||
8382ee770eeacd19 3709deb5b64d09c4 || 0 1 0 || 0 1 0 ||
6fb278a5acd3cf41 046f1ff710cc5687 || 0 0 0 || 0 0 0 ||
4bdc4d126881ec3b 48a97628539e2915 || 0 0 0 || 0 0 0 ||
5cff842bf5adf24e 3a656ead74aee750 || 0 0 0 || 0 0 0 ||
be6a9ab9277682cb 00c5d2f8c0df995b || 0 1 0 || 0 1 0 ||
c1916bbb2109f828 2bd9add50a68e5ae || 0 1 0 || 0 1 0 ||
ea6fe56dfa23813f 1f02d553a8658cf0 || 0 1 0 || 0 1 0 ||
17719dbaf6427903 fc9baab8d62aca36 || 0 0 1 || 0 0 1 ||
594e8d773ac9b659 dd43e8a3ef762138 || 0 0 1 || 0 0 1 ||
0e889e4a673f383a 6c5cf88c9f2612fb || 0 1 1 || 0 1 1 ||
1e95dbd52f188a59 fda66e0ae822f208 || 0 0 1 || 0 0 1 ||
7a8f9a54da68777f 24c25f8f9affb6d9 || 0 0 0 || 0 0 0 ||
4fab80396832b9c3 f6eb4af24fa56067 || 0 0 1 || 0 0 1 ||
564e1436c333da0a 65dc66da23b0fc6a || 0 1 1 || 0 1 1 ||
fe058a1a8d7203fd 82bbb6ef08256ea6 || 0 0 0 || 0 0 0 ||
5cdfdff7756cd95a 86aed832cd3ddbb7 || 0 0 1 || 0 0 1 ||
7f60a92ac3b5c5ff cb4c2e240a1ee4b1 || 0 0 1 || 0 0 1 ||
55f4d0ed64bb8803 e8dbc270f9db939a || 0 0 1 || 0 0 1 ||
92bed6f99fbb960d cd7eef132fb20255 || 0 1 1 || 0 1 1 ||
3a6e14337c4e3538 ff6739f4b038e3cb || 0 0 1 || 0 0 1 ||
647b0c42b0f8824a 0a16b204f65ab473 || 0 0 0 || 0 0 0 ||
ff2b8e4de89cd9d5 b8367851d3184a3a || 0 0 0 || 0 0 0 ||
5ffb00857a0ac810 34b39302c8dbb9a2 || 0 0 0 || 0 0 0 ||
f22dd3e22e9d6fdc fa826473b3287abc || 0 1 1 || 0 1 1 ||
7e4be28155333595 5befc479e32b8f8f || 0 0 0 || 0 0 0 ||
5826142650d4b808 eca67f87330a5d7a || 0 0 1 || 0 0 1 ||
571a188b7491f94b bbf0c356c6e52a48 || 0 0 1 || 0 0 1 ||
e6261b579cee5a43 e7cbc1bc587fb116 || 0 1 1 || 0 1 1 ||
c9f5b8357800f311 34226a5be4f1f7a0 || 0 1 0 || 0 1 0 ||
2f12383edaa83283 bfc8c76a1b56d17c || 0 0 1 || 0 0 1 ||
e0d2ed1ca99ccf14 31df5d3d1c76ac14 || 0 1 0 || 0 1 0 ||
3a5fc4296489af0e 7028c1bdbe9edd66 || 0 1 1 || 0 1 1 ||
1a8b7d681168b1f2 d7ab0a98e8c1ce7e || 0 0 1 || 0 0 1 ||
7c89be1073af289a dd730095fec704bf || 0 0 1 || 0 0 1 ||
c47cda44f63fff50 1560799499b49c82 || 0 1 0 || 0 1 0 ||
e4dc885bbb77b04c fbc3a7daf31ba805 || 0 1 1 || 0 1 1 ||
e6a986cbe3638bc0 9cf9c4d996cf68eb || 0 0 0 || 0 0 0 ||
987ea0318d5de17b d5e2b2226e5d5f15 || 0 1 1 || 0 1 1 ||
83f2a6bccb9b2c65 9db4065eb3b8dd30 || 0 1 1 || 0 1 1 ||
fddf5902fa72dc92 721593a533f58ca0 || 0 1 0 || 0 1 0 ||
2ea2fd5f8cf5d5ea c5b1e808fdea9bb4 || 0 0 1 || 0 0 1 ||
2f6ed84a9759f9a9 865faf491b89cba1 || 0 0 1 || 0 0 1 ||
22b00ca2f2e497ff 4505ca0df096fee6 || 0 1 1 || 0 1 1 ||
1c0baef9d3fb4dc0 fa2f5de0140350ae || 0 0 1 || 0 0 1 ||
42661a560777a37f 4a35b92c35e34920 || 0 1 1 || 0 1 1 ||
35f31dcbb2551eea f8f4451f98cd57f2 || 0 0 1 || 0 0 1 ||
c5da27bf6e2b206d 4f470c7b82a991dc || 0 1 0 || 0 1 0 ||
d781a3401c5267fa 3bd87e40e782f685 || 0 1 0 || 0 1 0 ||
079ba2297f57e92c 968d3d0b62764fd1 || 0 0 1 || 0 0 1 ||
650559caea7528fb a31f9a7c7acc4a5e || 0 0 1 || 0 0 1 ||
be7d81d3c4725db0 baea0b902f958f9c || 0 0 0 || 0 0 0 ||
da81f9a1184ec079 c3e2844d484365a1 || 0 0 0 || 0 0 0 ||
8837b8fa96084836 daa7e78bf4710fdd || 0 1 1 || 0 1 1 ||
771ae877df72512d d910c7659fcd086e || 0 0 1 || 0 0 1 ||
abec47b9922253a3 6da3f12f5b902a34 || 0 1 0 || 0 1 0 ||
afb55f79bfe26b04 32fec2493373ecae || 0 1 0 || 0 1 0 ||
6f9759c04d9b19df be9bb7ccb98264b3 || 0 0 1 || 0 0 1 ||
c359d60607902c77 7f504768cfc03381 || 0 1 0 || 0 1 0 ||
a7c9a841be05d9bd aa2d3383f0d64ea4 || 0 1 1 || 0 1 1 ||
6e72306a5d64284d 9aab0092c6a97ac1 || 0 0 1 || 0 0 1 ||
074f168f28983b2e ec803e58e5eb9810 || 0 0 1 || 0 0 1 ||
028021c206a1318b 4219440412e949a9 || 0 1 1 || 0 1 1 ||
c95392b90adea749 80bfc9e35931802f || 0 0 0 || 0 0 0 ||
5625a807fec5d28f ecaf4935da795d64 || 0 0 1 || 0 0 1 ||
55110bfa16aa7ce2 36e18279ee591b27 || 0 0 0 || 0 0 0 ||
b7c31720771c6b2c 46f7389106a78c2e || 0 1 0 || 0 1 0 ||
63c885c43523ea11 f94d5deea6595efe || 0 0 1 || 0 0 1 ||
bc5d621eac268d45 f1d92355e860d0b4 || 0 1 1 || 0 1 1 ||
ec191444e13077e1 b1ca2bd98a33cbdc || 0 0 0 || 0 0 0 ||
bfff12e81a4cb29b a5bf9a3f781ef7bc || 0 0 0 || 0 0 0 ||
f943e54e320b1674 f40b9bfa1572ef1f || 0 0 0 || 0 0 0 ||
fa00a6b7862a30a7 7d70d302a5303d91 || 0 1 0 || 0 1 0 ||
bcbac1ac7410bad1 bb994c24fe4c4f94 || 0 0 0 || 0 0 0 ||
fbcbf0f53ea77667 e917e6d4212e24a5 || 0 0 0 || 0 0 0 ||
3d9ede22f23ae5f7 29fbb69483631513 || 0 0 0 || 0 0 0 ||
36ef3165373181ee efafc1016a8224cf || 0 0 1 || 0 0 1 ||
b61c3be48de39608 b602818846830dbd || 0 0 0 || 0 0 0 ||
5687b26feb1a34c0 c12c6cc34bbc6543 || 0 0 1 || 0 0 1 ||
6c8272a068a79f5f bb7cf6930d7d8c1c || 0 0 1 || 0 0 1 ||
1f859cc64ac444ad 2715c6e067737aba || 0 1 1 || 0 1 1 ||
3479281df51806cc f89352205c255ae2 || 0 0 1 || 0 0 1 ||
e33cff56dd5fe0e5 d5d755e2fc0f64d1 || 0 0 0 || 0 0 0 ||
c72b9f7d088abb5b c181434ddffbf3b0 || 0 0 0 || 0 0 0 ||
9e292a6717f477cd e931c29bd670981d || 0 1 1 || 0 1 1 ||
0572c90376c04500 c96cad9907f599d9 || 0 0 1 || 0 0 1 ||
7afeaa67ed7b61e6 b9f5d6f0b272103c || 0 0 1 || 0 0 1 ||
cbdf430696f182ad 0fa3304e3ef32db0 || 0 1 0 || 0 1 0 ||
fb5ffa206ff06914 67926a8377f84191 || 0 1 0 || 0 1 0 ||
2ba1cfcdf1bfbc0a 1ed786d603ecc6d3 || 0 0 0 || 0 0 0 ||
9ec6b0ba4ce6dcbd 7ef9d0c685825549 || 0 1 0 || 0 1 0 ||
abc12e5c340904ba 51bbacc1fc593f11 || 0 1 0 || 0 1 0 ||
eafd040f22a6f656 7bc15a6a09dfa1a0 || 0 1 0 || 0 1 0 ||
d36d5bd8b98b7611 7fd58297cf12f750 || 0 1 0 || 0 1 0 ||
60e62b05548d9e5e fa61374df2486573 || 0 0 1 || 0 0 1 ||
b987389d6ed0898b 19d693f8083281e0 || 0 1 0 || 0 1 0 ||
d3ad8041dc8f6a25 042b39ed0bd8b548 || 0 1 0 || 0 1 0 ||
413b4017712646e4 038c349810a40f68 || 0 0 0 || 0 0 0 ||
06882757355cd4a7 76e06a8a740f305f || 0 1 1 || 0 1 1 ||
78087aff78a045b8 def569763de95a86 || 0 0 1 || 0 0 1 ||
38bd13c9c2adb23a 30b82d9d6050d824 || 0 0 0 || 0 0 0 ||
adf6a7ad570cbe2e fba18a60897b2752 || 0 1 1 || 0 1 1 ||
6be4115b7e1a8a9c 88db92189629e923 || 0 0 1 || 0 0 1 ||
aeb78093e8e31027 7420ca3011f9797e || 0 1 0 || 0 1 0 ||
fbd10e6966037844 134cb0ab4f83e744 || 0 1 0 || 0 1 0 ||
251d660452ecb8b8 97e06bc9fcf480c5 || 0 0 1 || 0 0 1 ||
76e248172b6e54f9 12c79598fec6ff6a || 0 0 0 || 0 0 0 ||
dbf348524c1da66c 9dadc804fbb7bcb5 || 0 0 0 || 0 0 0 ||
f5797ca472f5e331 dcac3d16195c9a12 || 0 0 0 || 0 0 0 ||
00fd1a673ade2bfd 3d5509b46e20d9a1 || 0 1 1 || 0 1 1 ||
03df3d05c5f52584 000cd3783ecf8ec8 || 0 0 0 || 0 0 0 ||
c8147e78b985d268 a5825829af22c46d || 0 0 0 || 0 0 0 ||
b97ecfd88f10478e 974bcf2a9a7008dd || 0 0 0 || 0 0 0 ||
93db744974cfcdec 4a071936c432a9ba || 0 1 0 || 0 1 0 ||
1d864599e554e08e aebba1b202fa6b63 || 0 0 1 || 0 0 1 ||
7ee4d1b7c6d388e3 f14b760bcf09fda5 || 0 0 1 || 0 0 1 ||
7492cb38d2d66792 5f5304f5d951d613 || 0 0 0 || 0 0 0 ||
aac638d1c2e34b6e 37a52b0fac05f70e || 0 1 0 || 0 1 0 ||
3705d69720a14831 79765fc0d1fe63e1 || 0 1 1 || 0 1 1 ||
5e74bf352dcbbc1a 26f8f61811c14b15 || 0 0 0 || 0 0 0 ||
97e42fde4dafbd20 8ad7868071ff0d2f || 0 0 0 || 0 0 0 ||
0b80212ef311e37f 49a5108a8128a09b || 0 1 1 || 0 1 1 ||
799c9e38c26e23d1 d40cf72a522ba192 || 0 0 1 || 0 0 1 ||
187f1e55572db07d 7ba9d69162eccc91 || 0 1 1 || 0 1 1 ||
a0c9e42f23ade2b1 9248b9e2b89a27c6 || 0 0 0 || 0 0 0 ||
51df6d2deebfc75f b01c6e8e3ff13789 || 0 0 1 || 0 0 1 ||
6c7d7608f3525776 8872d71103920a3f || 0 0 1 || 0 0 1 ||
c5fdf361c0141dfe 2ce336c195f85cf2 || 0 1 0 || 0 1 0 ||
44017b2ace3a239d 4007e48b12e08900 || 0 0 0 || 0 0 0 ||
cccc88b71057463a dae36d2ffe64d45d || 0 1 1 || 0 1 1 ||
b52e952dd9268111 7906c589fa60b8a7 || 0 1 0 || 0 1 0 ||
359ba39ba49c70a1 9e287981d3943ee3 || 0 0 1 || 0 0 1 ||
3c309d7e334890ed c4afacc2539456b1 || 0 0 1 || 0 0 1 ||
63d5002074991549 0637afdb51e3cb98 || 0 0 0 || 0 0 0 ||
d375d488486411b8 4f8cf28789ad49e1 || 0 1 0 || 0 1 0 ||
98f8bc15fcd78513 0f2cb34f426cad2d || 0 1 0 || 0 1 0 ||
27a4e1556941a843 504205f3acfb8c5c || 0 1 1 || 0 1 1 ||
757b301f209c9088 534ce48c42c1802c || 0 0 0 || 0 0 0 ||
f352bfb0cbed9e3c 23d5e911bc9f8737 || 0 1 0 || 0 1 0 ||
52ee3b910960db10 3253026a4c931d91 || 0 0 0 || 0 0 0 ||
26a1172347a371d7 ac9397d67b0d6333 || 0 0 1 || 0 0 1 ||
2e3fbd5abd8891d6 3edc40317b414917 || 0 1 1 || 0 1 1 ||
50beedbf2ea72cfa e7234368f65de99d || 0 0 1 || 0 0 1 ||
1db48b89dbee9041 8d07f85c415c2f75 || 0 0 1 || 0 0 1 ||
aab59ea56fcc21e4 f38baab3b2efed92 || 0 1 1 || 0 1 1 ||
4a92ff6a68012146 5a6fb3709c551372 || 0 1 1 || 0 1 1 ||
cdfa8516520bc7bb 95ce018164a5be06 || 0 0 0 || 0 0 0 ||
2f9c2cd8387d35d7 92f2996a9427eed9 || 0 0 1 || 0 0 1 ||
a191fa828c5f9c8c bf8f5503c7d2e9f6 || 0 1 1 || 0 1 1 ||
253bb2293710f4b0 f24f7577f17c50e3 || 0 0 1 || 0 0 1 ||
b5283c5813680e7f 47d58b194c2cc050 || 0 1 0 || 0 1 0 ||
d0cc57ac3e7bc454 f0bbb4d6c253e912 || 0 1 1 || 0 1 1 ||
5ee31d648faccc40 defdef233e6d237f || 0 0 1 || 0 0 1 ||
2773295f8894f9a3 1f1d13e44f21c4bf || 0 0 0 || 0 0 0 ||
74b8131e1781f08b a00ff1e1fb3b7386 || 0 0 1 || 0 0 1 ||
f2c9a8e27b19a908 9a900900af280655 || 0 0 0 || 0 0 0 ||
353e612c79e52349 7d9d4e43eb3e13c9 || 0 1 1 || 0 1 1 ||
776e30a5a93e290d 3d2665d81e4d08a2 || 0 0 0 || 0 0 0 ||
3d9162b8eae90562 b759487e221a1363 || 0 0 1 || 0 0 1 ||
247f1960345a5bcc 30375c2c7959737d || 0 1 1 || 0 1 1 ||
b47e23731dd1a9b0 f80f5fbdafbd828f || 0 1 1 || 0 1 1 ||
7788c31e1e7ec91b 28f7977a27f4df90 || 0 0 0 || 0 0 0 ||
ceac634e71d9ff21 1290f008791c7ad3 || 0 1 0 || 0 1 0 ||
bf0822e6cb1e401b 6d4bc22c31caa29e || 0 1 0 || 0 1 0 ||
0672b8235f5f3ae5 afb49d0e1dc4ab80 || 0 0 1 || 0 0 1 ||
d22d1c6f1ede8d99 231991e58059f7db || 0 1 0 || 0 1 0 ||
4809be7eda8e9a1a cd71b302af45740d || 0 0 1 || 0 0 1 ||
f4320a16f3f06588 438c7b56f25d8683 || 0 1 0 || 0 1 0 ||
003d1eafe0d81a80 c1dbca3028ac887b || 0 0 1 || 0 0 1 ||
959e59b78cd9edb6 d467859d8fa8d2e0 || 0 1 1 || 0 1 1 ||
5a050bb2627eab11 cf0a2b4b3f2672ce || 0 0 1 || 0 0 1 ||
